"school_name","country","facebook_url","fb_activity","instagram_url","linkedin_url","x_url","email_found_incidentally","confidence","notes"
"Sacred Heart Preschool","United States","https://www.facebook.com/SHPlouisville/","","","","","","high","Louisville KY page matches exactly"
"Saint Joseph Academy Montessori Pre-school","United States","https://www.facebook.com/SJAJOLIET/","","","","","","high","St. Joseph Academy and Montessori Preschool, Joliet match"
"Salado Montessori Inc.","United States","https://www.facebook.com/SaladoMontessori/","","","","","","high","Salado TX page, 576 likes, matches exactly"
"Santa Fe Montessori School","United States","","","","","","","none","No confirmed FB page found; only an inaccessible profile.php link with no location confirmation"
"Santa Rosa III","United States","https://www.facebook.com/p/Escuela-Santa-Rosa-III-Especializada-en-Montessori-100063497467439/","","","","","","high","Escuela Santa Rosa III Especializada en Montessori, Guaynabo match"
"Santiago Iglesias Pantin","United States","https://www.facebook.com/p/Escuela-Montessori-Santiago-Iglesias-Pantin-San-Juan-61553446108458/","","","","","","medium","Page says San Juan not Guaynabo specifically; same public Montessori school network, name matches closely"
"Sapienza Montessori","Mexico","https://www.facebook.com/montessori.sapienza/","","","","","","high","Querétaro, 2425 likes, exact match"
"Sarang Montessori Kindergarten","United States","","","","","","","none","No FB page found; search only surfaced unrelated Daegu schools"
"Sauganash Montessori School","United States","https://www.facebook.com/sauganashmontessori/","","","","","","high","Chicago IL page, 257 likes, matches exactly"
"School Of Montessori, Inc.","United States","https://www.facebook.com/schoolofmontessoriTX/","","","","","","high","Nederland TX page, 654 likes, matches exactly"
"Scribbles Montessori School","United States","https://www.facebook.com/scrabblemontessorischool/","","","","","","medium","Page name is spelled 'Scrabble' but same address/school in Fremont CA confirmed via multiple sources"
"Scripps Montessori School","United States","https://www.facebook.com/p/Scripps-Montessori-School-100063726631822/","https://www.instagram.com/scrippsmontessorischool/?hl=en","","","","","high","San Diego CA, 392 likes, matches exactly"
"Scuola dell' infanzia Muzio Gallo","Italy","https://www.facebook.com/casadeibambinimuziogallo/","","","","","","high","Osimo location confirmed, exact name match"
"Sea Pines Montessori Academy","United States","https://www.facebook.com/seapinesmontessoriacademy/","","","","","","high","Hilton Head Island SC, matches exactly"
"Seedlings Montessori Nursery","Egypt","https://www.facebook.com/Seedlings.Elm/","","","","","","high","Alexandria Egypt, matches exactly"
"Sejong Montessori Kindergarten","United States","","","","","","","none","No FB page found; search surfaced unrelated Seoul/Daegu schools, not this specific kindergarten"
"Seminole Montessori School","United States","https://www.facebook.com/SeminoleMontessori/","https://www.instagram.com/seminolemontessori/?hl=en","","","","","medium","Tallahassee FL match by name, but some sources indicate school may have closed in 2016"
"Senses Montessori School","Brazil","https://m.facebook.com/sensesschool/","","","","","","high","São Paulo, matches exactly (Senses Faria Lima campus mentioned)"
"Serendipias","Spain","","","","","","","none","No confirmed FB page found matching a Montessori school in Aracena, Huelva"
"Shishinda Catholic Montessori School","Ethiopia","","","","","","","none","No FB page found; only a WordPress blog by Vincentians Ethiopia documenting the school"
"Siembra Montessori","United States","","","","","","","none","No FB page found for Minneapolis; only Chile-based Siembra Montessori pages appeared"
"Siena Academy","United States","https://www.facebook.com/1018100818215815","","","","","","high","Great Falls VA Catholic Montessori school, address matches"
"Sierra Montessori","Mexico","https://www.facebook.com/SMSQRO/","","","","","","high","Querétaro, 1251 likes, matches exactly"
"Smaller Scholars Montessori Academy","United States","https://www.facebook.com/SmallerScholarsMontessoriDairyAshford/","","","","","","medium","Dairy Ashford is a Houston neighborhood; page likely matches but full page content not verified"
"Smaller Scholars Montessori Academy","United States","https://www.facebook.com/SmallerScholarsMontessoriDairyAshford/","","","","","","medium","Duplicate row in source list (same school name/city); same page as above"
"Smockville Montessori","United States","","","","","","","none","No FB page found; only website and directory listings for Sherwood OR school"
"Soles Montessori","United States","https://www.facebook.com/solesmontessori/","","","","","","high","Washington DC, formerly Estrellitas Home, matches exactly"
"Southlake Montessori","United States","https://www.facebook.com/SouthlakeMontessori/","","","","","","medium","Page describes Grapevine TX location, not Southlake specifically, but same AMI-recognized school network"
"Southwest Montessori Preschool","United States","","","","","","","none","Only an apparel-store spinoff FB page found, not the school's own page"
"Springton Lake Montessori School","United States","https://www.facebook.com/p/Springton-Lake-Montessori-School-100063803417777/","","","","","","medium","Newtown Square PA match by name; school reportedly closed in 2022 but page may remain"
"Squamish Montessori Elementary School","United States","https://www.facebook.com/SkyridgeMontessori/","","","","","","high","Now operates as Skyridge Montessori at same Horizon Drive, Squamish BC address after 2019 move"
"St Ann Montessori Teachers Training College Nakuru","Kenya","https://www.facebook.com/p/St-Ann-Montessori-Teachers-Training-College-Nakuru-100076427078886/","","","","","","high","Nakuru, Catholic Diocese of Nakuru/Eldoret, matches exactly"
"St Genevieve's Montessori School","Ireland","","","","","","","none","No FB page found for this specific school in Clonmel; other Clonmel Montessori schools have pages but not this one"
"St. Andrew's Episcopal School","United States","https://www.facebook.com/saecheights/","https://www.instagram.com/saesintheheights/?hl=en","","","","","medium","Heights Houston TX, AMS-affiliated Montessori program at 1819 Heights Blvd; FB page is for parent church/school combo"
"St. Catherine University Early Childhood Center","United States","https://www.facebook.com/StKateMontessori/","","","","","","high","Saint Paul MN, 2151 likes, matches exactly (St. Catherine University Early Childhood & Montessori Programs)"
"St. Christopher Montessori","United States","","","","","","","none","No FB page found for Dallas location; only Santa Rosa CA school of same name appeared"
"St. Croix Montessori School","United States Virgin Islands","https://www.facebook.com/StCroixMontessori/","","","","","info@stxmontessori.com","high","Christiansted, 1376 likes, matches exactly"
"St. John's Catholic Preschool","United States","https://www.facebook.com/stjohnscatholicpreschool/","","","","","","high","Mililani Town HI, matches exactly"
"St. Justin's Montessori School","Ethiopia","","","","","","","none","No FB page found for Ambo, Ethiopia location"
"St. Martin's School","United States","https://www.facebook.com/stmartinsschoolnj/","","","","","","high","Bridgewater NJ, Montessori private school, matches exactly"
"St. Scholastica School Kimumu","Kenya","https://www.facebook.com/StScholasticaSchoolKimumu/","","","","","","high","Eldoret, 3463 likes, matches exactly"
"Stepping Stone Gifted Center","United States","","","","","","","none","No confirmed FB page found for Villa Park IL location specifically"
"Stepping Stones Nursery — Between Two Bridges","United Arab Emirates","https://www.facebook.com/steppingstonesnurseriesandpreschools/","","https://www.instagram.com/steppingstonesuae/","","","Steppingstones.buteen@gmail.com","medium","Brand-wide FB page for all Stepping Stones UAE branches, not location-specific"
"Stepping Stones Nursery — East Corniche","United Arab Emirates","https://www.facebook.com/steppingstonesnurseriesandpreschools/","","https://www.instagram.com/steppingstonesuae/","","","","medium","Brand-wide FB page for all Stepping Stones UAE branches, not location-specific"
"Stillwater Montessori School","United States","https://www.facebook.com/p/Stillwater-Montessori-School-100057667651241/","","","","","","high","Old Town ME, matches exactly"
"Su Epifanio Estrada","United States","https://www.facebook.com/p/SU-Epifanio-Estrada-Escuela-Especializada-en-Idiomas-y-Deportes-100057326053895/","","","","","epifanioestrada40220@gmail.com","high","Aguada Puerto Rico, matches exactly"
"Su Pasto","United States","","","","","","","none","No FB page found for this Aibonito PR public school"
"Suntree Montessori","United States","https://www.facebook.com/p/Suntree-Montessori-100084363138587/","","","","","","high","Melbourne FL, matches exactly"
"Suseong Rainbow Montessori Preschool","United States","","","","","","","none","No FB page found for this Daegu City preschool"
"Sweet and Smart Montessori School","United States","https://www.facebook.com/snsmontessori/","","","","","","high","Coral Springs FL, 560 likes, matches exactly"
"THE NEST Montessori School","Japan","https://www.facebook.com/thenestmontessoritokyo/","","","","","","high","Minato-ku (港区) Tokyo, matches exactly"
"TMS School","United States","https://www.facebook.com/tmsschoolofficial/","","","","","","medium","Page found but content restricted; name matches Richmond Hill ON school, location not fully confirmed from snippet"
"Tall Pines School","United States","https://www.facebook.com/tallpinesschool/","","","","","","high","Brampton ON, matches exactly (IB World School, not confirmed Montessori-specific but same institution)"
"Tambearly School at Sandy Port","United States","https://www.facebook.com/profile.php?id=148312041950840","","","","","","high","Sandyport Nassau Bahamas, matches exactly"
"Tartu Forselius School (Montessori classroom)","Estonia","https://www.facebook.com/forseliusekool/","","","","","","high","Tartu Forseliuse Kool, opened Montessori class 2024, matches exactly"
