"school_name","country","facebook_url","fb_activity","instagram_url","linkedin_url","x_url","email_found_incidentally","confidence","notes"
"しもさかべ幼稚園","Japan","","","https://www.instagram.com/shimosakabe_kindergarten/","","","","none","no FB page found, only official website + Instagram"
"しらかば保育園","Japan","https://www.facebook.com/pages/しらかば保育園/329459680447911/","","","","","","medium","page name matches, location not confirmed in snippet"
"しらゆりこども園","Japan","https://www.facebook.com/pages/しらゆりこども園/629151460516827","","","","","","medium","page name matches, Utsunomiya location not confirmed in snippet"
"じぶんみらい保育園 おおたかの森","Japan","https://www.facebook.com/jmh.otakanomori/","","","","","","high","exact name+city match in snippet (Nagareyama-shi Chiba)"
"じぶんみらい保育園 下大利","Japan","https://www.facebook.com/jmh.shimoori/","","","","","","high","exact name match, small-scale certified nursery, chain branch page"
"じぶんみらい保育園 久留米","Japan","https://www.facebook.com/p/小規模認可保育園じぶんみらい保育園-久留米-100075742942331/","","https://www.instagram.com/jmh_kurume/","","","","high","exact name+city match (Kurume-shi Fukuoka)"
"じぶんみらい保育園 吹田垂水","Japan","https://www.facebook.com/jmh.suitatarumi/","","","","","","high","exact name+city match (Suita-shi Osaka)"
"じぶんみらい保育園 奈良","Japan","https://www.facebook.com/jmh.nara/","","","","","","high","exact name+city match (Nara-shi Nara)"
"じぶんみらい保育園 広島曙","Japan","https://www.facebook.com/people/企業主導型保育園じぶんみらい保育園-広島曙/100063904575797/","","","","","","high","exact name match, Hiroshima Hiroshima location confirmed"
"じぶんみらい保育園 日名南","Japan","","","","","","","none","no FB page found in two searches; site has Instagram presence per chain pattern but not surfaced"
"じぶんみらい保育園 水巻","Japan","","","","","","","none","no FB page found in two searches; likely no page or unindexed"
"じぶんみらい保育園 江坂","Japan","https://www.facebook.com/jmh.suitaesaka/","","","","","","high","exact name+city match (Suita-shi Osaka)"
"じぶんみらい保育園 瑞穂通","Japan","https://www.facebook.com/p/企業主導型保育園じぶんみらい保育園-瑞穂通-100063922069371/","","","","","","high","exact name+city match (Nagoya-shi Aichi)"
"じぶんみらい保育園 茶屋ヶ坂","Japan","https://www.facebook.com/people/企業主導型保育園じぶんみらい保育園-茶屋ヶ坂/100063860391415/","","","","","","high","exact name match, 23 likes/72 check-ins, Nagoya chain branch page"
"じぶんみらい保育園 鵜沼三ツ池","Japan","","","","","","","none","no dedicated FB page found for this branch; chain has separate pages per branch but none matched 鵜沼三ツ池/各務原市"
"じぶんみらい保育園大宮","Japan","","","","","","","none","distinct from 東大宮 branch which has its own page; no FB page found specifically for 大宮 branch"
