"school_name","country","facebook_url","fb_activity","instagram_url","linkedin_url","x_url","email_found_incidentally","confidence","notes"
"A Growing Place Montessori School","United States","https://www.facebook.com/agrowingplacestl/","","","","","","high","Snippet indicates school closed its doors after ~50 years, but page match is exact (name + St. Louis)"
"A Place to be Me","United States","","","","","","","none","Only match found was a UK-based counselling business, not the Raleigh school"
"A.G. Montessori School","United States","https://www.facebook.com/AGMontessoriSchool/","","","","","","high","Clear match, 406 likes, Uniontown PA confirmed in snippet"
"ABN Columbine Montessori School","United States","https://www.facebook.com/abncolumbine/","","","","","","high","Denver CO confirmed in snippet title"
"Absorbent Minds Montessori Preschool","Zimbabwe","https://www.facebook.com/p/Absorbent-Mind-Montessori-Kindergarten-and-Preschool-Zimbabwe-100071294977798/","","","","","","high","Page explicitly named for Zimbabwe; multiple same-name schools exist elsewhere but this one matches location"
"Acacia School Eldoret","Kenya","https://www.facebook.com/p/Acacia-School-Eldoret-100057090026615/","","","","","","high","Exact name + location match in title, active page with high engagement"
"Aguai Escola Montessoriana","Brazil","https://www.facebook.com/AguaiMontessoriana/","","","","","","high","Exact name + São Paulo SP match in title"
"Alamé's School - Les Petits Curieux","France","","","","","","","none","Many 'Les Petits Curieux' pages exist but none matched Charleville-Mézières/Ardennes"
"Alcott School-Dobbs Ferry","United States","https://www.facebook.com/The-Alcott-School-1702132113345504/","","","","","","high","Exact name + Dobbs Ferry NY match in title, 382 likes"
"Aldeia Núcleo de Educação Montessori","Brazil","https://www.facebook.com/aldeiamontessori/","","","","","","high","Rio de Janeiro RJ confirmed in title, 23,667 likes, matches school profile description"
"All Are Friends Montessori","United States","https://www.facebook.com/pages/All%20Are%20Friends%20Montessori/117809851640615/","","","","","","medium","Name matches exactly but snippet did not confirm Foster City location"
"AnRic Little Montessori Room","United States","","","","","","","none","No dedicated Facebook page found; only third-party mentions"
"Antonio Paoli","United States","https://www.facebook.com/pages/Antonio%20Paoli%20Vega%20Alta/176967152352728/","","","","","","medium","Public Montessori school in Vega Alta, PR; multiple related pages found, exact primary page uncertain"
"Appleseed International School","United States","https://www.facebook.com/p/Appleseed-Montessori-School-100084723012783/","","","","","","medium","Sunnyvale CA confirmed in title; multiple pages exist under slightly different names for what appears to be the same school"
"Aquinas Montessori School / Old Town Montessori School","United States","https://www.facebook.com/AquinasMontessoriSchool/","","","","","","high","Page titled 'Aquinas and Old Town Montessori Schools | Alexandria VA' — covers both names in the source list"
"Aram Montessori Preschool","United States","","","","","","","none","No facebook.com match found for Gyeongbuk/Korea across two searches"
"Around the Sun Montessori","United States","https://www.facebook.com/Around-the-Sun-Montessori-294796864389/","","","","","","medium","Two candidate FB pages found — picked named page with clear Medina OH match"
"Ashland Montessori School","United States","https://www.facebook.com/ashlandmontessori/","","","","","","high","Single clear match, Ashland OH confirmed in snippet"
"Asilo Nido ""Terraluna"" (Privata)","Italy","https://www.facebook.com/asilonidoterraluna/","","","","","","high","Snippet explicitly matches 'Asilo Nido Terraluna | Usmate Velate'"
"Asilo Nido ""Terraluna"" (Privata)","Italy","https://www.facebook.com/asilonidoterralunamonza/","","","","","","high","Snippet explicitly matches 'Asilo Nido Montessoriano Terraluna Monza' — distinct page from Usmate Velate branch"
"Asilo nido Arcobaleno ""Renilde Stoppani Montessori"" (Comunale)","Italy","https://www.facebook.com/montesanvito/posts/%EF%B8%8Favviso-iscrizioni-asilo-nido-arcobaleno-ae-20252026-si-informa-la-cittadinanza-/1024056546505019/","","","","","","medium","No dedicated FB page found; only the Comune di Monte San Vito municipal page posting an enrollment announcement"
"Asociacion de Escuelas Montessori de Puebla AC","Mexico","https://www.facebook.com/aemontessoridepuebla/","","","","","","high","Name matches association name closely (aemontessoridepuebla)"
"Atarah Montessori Academy","United States","","","","","","","none","No match for Coconut Grove/Florida across two searches"
"Atlantis Centers Montessori School","United States","","","","","https://twitter.com/atlantiscenters","","none","No facebook.com page found matching Tinton Falls NJ; found only unrelated FB page and a Twitter/X handle (unverified)"
"Ayne's Montessori Preschool","Zimbabwe","https://www.facebook.com/AynesMontessoriPreschool/","","","","","","high","Clear name and Harare location match"
"Bambini Montessori","Mexico","https://www.facebook.com/www.bambinimontessori.com.mx/","","","","","","high","Snippet matches 'Bambini Montessori Desde 1976 Tecamachalco | Naucalpan de Juárez'"
"Bambini Montessori (Zimbabwe)","Zimbabwe","https://www.facebook.com/Bambini-Montessori-Zimbabwe-210984645741933/","","","","","bambiniprincipal@gmail.com","medium","Page matches country and city but snippet does not confirm Hillside suburb"
"Bambino Montessori","Mexico","https://www.facebook.com/bambinomontessorimx/","","","","","","high","Snippet 'Bambino Montessori | Zapopan' matches city exactly"
"Bebê-Abá (Berçário)","Brazil","https://www.facebook.com/escolamiriamricci/","","","","","","high","Page is 'Escola Miriam Ricci / Berçário Bebê-Abá', São José dos Campos SP — combined school name, clear match"
"Belden Hill Montessori","United States","https://www.facebook.com/beldenhillmontessori/","","https://www.instagram.com/beldenhillmontessori/","","","","high","Snippet confirms Wilton CT location"
"Belgrano Day School (taller Montessori)","Argentina","https://www.facebook.com/BelgranoDaySchool/","","","","","","high","Main school page, Buenos Aires confirmed in snippet; Montessori is a workshop/program within the school not a separate FB page"
"Bernarda Robles De Hevia","United States","https://www.facebook.com/escuelabernardaroblesdehevia/","","","","","","high","Puerto Rico public Montessori school, Naranjito confirmed in snippet"
"Bernardo Huyke","United States","","","","","","","none","No dedicated school FB page found — only ORE Bayamón regional office posts mentioning the school"
