"school_name","country","facebook_url","fb_activity","instagram_url","linkedin_url","x_url","email_found_incidentally","confidence","notes"
"Fujiこどもの家バンビーノの森","Japan","","","","","","","none","No Facebook page found; school uses own website (bambino-mori.co.jp) and Ameba blog instead"
"Fujiれもん保育園","Japan","","","","","","","none","No Facebook page found; uses fujikids.jp official site instead"
"Fuji赤とんぼ保育園","Japan","","","","","","","none","No Facebook page found; uses fujikids.jp official site instead"
"GRAINES D ' ENVIE, ECOLE MONTESSORI DE MOOREA","France","https://www.facebook.com/EcoleMontessoriMoorea/","unknown","","","","","high","Clear name match to the Moorea Montessori school"
"Gaborone Montessori Pre-school","Botswana","","","","","","","none","No matching FB page found; other Gaborone preschools appeared but not this one specifically"
"Garden Gate Montessori","United States","","","","","","","none","Only found Joliet IL and Hartland MI pages, not Plainfield; no confirmed same-entity match"
"Gateway Montessori—IL","United States","https://www.facebook.com/p/Gateway-Montessori-School-100054610981960/","unknown","","","","","high","Clear Chicago IL match confirmed in snippet"
"Gilmour Academy Montessori School","United States","https://www.facebook.com/GilmourAcademy/","active (5656 likes)","","","","","medium","Page is for Gilmour Academy overall, includes Montessori preschool as part of Lower School, not standalone"
"Glenn Dale Montessori School","United States","https://www.facebook.com/pages/Glenn%20Dale%20Montessori%20School/1538561956385473/","unknown","","","","","high","Clear name match, single result"
"Global Education Campaign / Dosti Foundation — purpose-built school with Montessori classroom","Pakistan","","","","","","","none","No matching FB page found; Dosti Montessori School System Charsadda appears unrelated"
"Global Montessori School of Westwood","United States","https://www.facebook.com/GlobalMontessoriWestwood/","unknown (52 likes)","https://www.instagram.com/globalmontessoriwestwood/","","","","high","Clear Los Angeles match; Instagram found incidentally"
"Gloria Dei Montessori School","United States","https://www.facebook.com/gloriadeimontessori/","active (388 likes, 59 check-ins)","","","","","high","Clear Dayton OH match"
"Gloridge Kids School上本町スクール","Japan","https://www.facebook.com/GloridgeKidsSchool/","active (573 likes, 67 visits)","","","","","medium","Matches Gloridge Kids School in Osaka but snippet did not confirm 上本町 branch specifically"
"Gloucester Montessori School","United States","https://www.facebook.com/GloucesterMontessoriSchool/","unknown","","","","","high","Clear Gloucester VA match; also found an alumni group page"
"Golden Mind Achievers International School CHATAN","Japan","","","","","","","none","Only found the Uruma campus page, not a distinct Chatan page"
"Golden Mind Achievers International School URUMA","Japan","https://www.facebook.com/p/Golden-Mind-Achievers-International-School-Uruma-100057313577086/","active (1133 likes, 222 talking about)","","","","goldenmindachievers@yahoo.com","high","Clear Uruma match with address and email confirmed"
"Golfinho Azul","Brazil","https://www.facebook.com/escolagolfinhoazul/","unknown","","","","","high","Escola Golfinho Azul - Montessori in Niteroi RJ, address confirmed"
"Good Shepherd Montessori Nakuru","Kenya","https://www.facebook.com/goodshephardnkr/","unknown","","","","","high","Two Nakuru pages found, using primary match"
"Goryeo Montessori Kindergarten","United States","","","","","","","none","No matching FB page found for Pohang location (likely actually South Korea)"
"Grace Montessori School","United States","https://www.facebook.com/GraceMontessoriSchool/","active","","","","","high","Page titled Grace Montessori School Melrose Park IL Facebook, 315 likes"
"Great Beginnings Montessori","United States","https://www.facebook.com/gbmschool.org/","active","","","","","high","Page titled Great Beginnings Montessori School Bozeman MT Facebook, 879 likes"
"Greece Montessori School","United States","https://m.facebook.com/profile.php?id=750326668356532","unknown","","","","","medium","Profile titled Greece Montessori School - Home, no location confirmation in snippet"
"Green Children's House Montessori School","United States","https://www.facebook.com/GreenChildrensHouse/","active","","","","","high","Page titled Green Childrens House Montessori School Pompano Beach FL Facebook, 1077 likes"
"Green River Community College Lab School","United States","","","","","","","none","No dedicated Lab School page found; only Green River College main pages returned"
"Greenhouse Montessori","United States","https://www.facebook.com/GreenhousePrimary/","active","","","","","high","Greenhouse Montessori Primary School Gilbert AZ Facebook, 542 likes"
"Greenoaks Montessori","United States","https://www.facebook.com/p/Greenoaks-Montessori-School-100054587073663/","unknown","","","","","high","Page titled Greenoaks Montessori School Redwood City CA"
"Greystone Montessori Preschool","Zimbabwe","https://www.facebook.com/GreystoneMontessori52/","active","","","","","high","Page titled Greystone Montessori Preschool Bulawayo, 1000+ likes"
"Growing Circle Montessori","United States","https://www.facebook.com/people/Growing-Circle-Montessori/100084017481474/","unknown","","","","","medium","Description matches but no Gardiner location confirmed in snippet"
"Guillermo Riefkhol","United States","https://www.facebook.com/cnguillermoriefkohl/","active","","","","","high","Casa de Ninos Montessori - Esc. Guillermo Riefkohl Patillas Providencia direct name+location match"
"Gullele Montessori KG & Primary School","Ethiopia","","","","","","","none","No dedicated Facebook page found across two searches"
"HUGアカデミー","Japan","https://www.facebook.com/pages/hug/331774074053284/","unknown","","","","","medium","Page titled hug Academy sensory-based preschool matches name but 西区 ward not confirmed in snippet"
"Ha'penny Montessori School","United States","https://facebook.com/pages/Ha'Penny%20Montessori%20School/313108278884804","unknown","","","","","medium","Name match but Ashburn location not explicitly confirmed in snippet"
"Hansongee Montessori Kindergarten","United States","","","","","","","none","No matching page found in two search attempts (likely actually South Korea)"
"Happy Tree インターナショナルスクール","Japan","https://www.facebook.com/happytreeinternational/","unknown","","","","","high","Page titled Happy Tree Montessori International School Matsusaka-shi Mie direct name+location match"
"Har Shalom Preschool & Kindergarten","United States","https://www.facebook.com/HarShalomPreschoolParents/","active","","","","","medium","Parents community page tied to congregationharshalom.org, not confirmed as Ft. Collins"
"Harmony Montessori School","United States","https://www.facebook.com/Harmony-Montessori-School-173110632701829/","unknown","","","","","high","Harmony Montessori School Portland OR Facebook, address 17630 SE Main St confirmed"
"Harrington Elementary Children's House","United States","","","","","","","none","No matching page; only unrelated Harrington Elementary Schools elsewhere"
"Henson Valley Academy","United States","","","","","","","none","No Facebook page found; only directory/review sites"
"Heritage Montessori Academy","Uganda","","","","","","","none","No matching FB page found; only Heritage International School (different institution) in Kampala"
"Herminia Díaz Aponte","United States","https://www.facebook.com/p/Escuela-Herminia-Diaz-Aponte-Modelo-Montessori-61579164633370/","active","","","","","high","Public Montessori school page Escuela Herminia Diaz Aponte Modelo Montessori"
"Highlands Montessori School","United States","https://www.facebook.com/HighlandsMontessori/","unknown","","","","","high","Clear name match, Denver-area Montessori school"
