"school_name","country","facebook_url","fb_activity","instagram_url","linkedin_url","x_url","email_found_incidentally","confidence","notes"
"Montessori Quinto Sol","Mexico","https://www.facebook.com/MontessoriQuintoSol/","active","","","","","high","Two FB results (main page + older pages listing); name+city match Puebla/Cholula"
"Montessori School Inc.","United States","","","","","","","none","Only unrelated Huckleberry Montessori (Philippines) found; no Chicago match"
"Montessori School St. Clair","United States","https://www.facebook.com/groups/1504971233097613/","unknown","","","","","medium","Only a FB group found (not a page); name matches, activity unclear"
"Montessori School XXI","Mexico","https://www.facebook.com/pages/Colegio-Montessori-Siglo-XXI/282949975370262","unknown","","","","","medium","Likely 'Colegio Montessori Siglo XXI' in Zapopan; login-walled page, city matches"
"Montessori School at Lilburn","United States","https://www.facebook.com/MontessoriSchoolsofGeorgia/","active","","","","","high","389 likes, 93 visits; Stone Mountain GA matches"
"Montessori School of Brentwood,Inc.","United States","https://www.facebook.com/p/Montessori-School-of-Brentwood-94513-100063503145725/","active","","","","","high","Region=CA in record; Brentwood CA 94513 page matches"
"Montessori School of Downtown Pearland","United States","https://www.facebook.com/montessorischoolofdowntownpearlandcampus/","active","","","","","high","140 likes, 19 visits; Pearland TX exact match"
"Montessori School of Fairfax","United States","https://www.facebook.com/p/Montessori-School-of-Fairfax-100063579068634/","active","","","","","high","299 likes; Chantilly VA matches"
"Montessori School of Fort Worth","United States","https://www.facebook.com/montessorischooloffortworth/","active","","","","","high","819 likes, 154 check-ins; Fort Worth TX exact match"
"Montessori School of Fremont","United States","https://www.facebook.com/MontessoriSchoolofFremont/","active","","","","","high","562 likes, 309 visits; Fremont CA exact match"
"Montessori School of North Dallas","United States","","","","","","","none","Ambiguous: multiple similarly-named Dallas pages, no confirmed exact-match page URL"
"Montessori School of North Hoffman","United States","https://www.facebook.com/MontessoriAcademyofNorthHoffman/","active","","","","","medium","Actual name is 'Montessori Academy of North Hoffman'; Hoffman Estates IL matches address"
"Montessori School of Northampton","United States","https://www.facebook.com/pages/The-Montessori-School-Of-Northampton/659944510788775","active","","","","","high","Northampton MA page created 2014; name+city match"
"Montessori School of Northern Virginia","United States","https://www.facebook.com/MontessoriSchoolofNorthernVirginia/","active","","","","","high","Annandale VA exact match"
"Montessori School of Pensacola","United States","https://www.facebook.com/montessoripensacola/","active","","","","","high","1,406 likes, 889 visits; Pensacola FL exact match"
"Montessori School of Pleasanton","United States","https://www.facebook.com/montessorischoolpleasanton/","active","","","","","high","992 likes; Pleasanton CA exact match"
"Montessori School of Shanghai","United States","https://www.facebook.com/montessorisos/","active","","","","","high","Name+location (Shanghai) match; note CSV lists Country=United States but City=Shanghai"
