"school_name","country","facebook_url","fb_activity","instagram_url","linkedin_url","x_url","email_found_incidentally","confidence","notes"
"昭苑こども園","Japan","https://www.facebook.com/shoenkodomoen/","","","","","","high","Matches 学校法人堀口学園 昭苑こども園, Inba county location confirmed in snippet"
"暁の星幼稚園 (下関市)","Japan","https://www.facebook.com/pages/暁の星幼稚園/244569929341096/","","","","","","high","Confirmed Shimonoseki via akenohoshi-yochien.com official site match"
"暁の星幼稚園 (古賀市)","Japan","https://www.facebook.com/pages/暁の星幼稚園/1755706271336685/","","","","","","medium","Distinct FB ID from Shimonoseki page but location not confirmed in snippet"
"月見ヶ丘こどもの家","Japan","","","","","","","none","No facebook.com result found; has own domain tsukimigaoka.net"
"木の実幼稚園","Japan","https://www.facebook.com/p/学校法人木の実学園-木の実幼稚園-100034819342023/","active","","","","","high","Snippet explicitly mentions 船橋市 and konomi-youchien.com"
"本千葉エンゼルホーム保育園","Japan","","","https://www.instagram.com/childtime_honchiba/","","","","none","No FB found; has Instagram (childtime_honchiba)"
"本母保育園","Japan","https://www.facebook.com/pages/本母保育園/188227278353996/","","","","","","medium","Single distinctive-name result, no location confirmation in snippet"
"本渡ふたば保育園","Japan","","","","","","","none","No facebook.com result found"
"本渡カトリック聖心幼稚園","Japan","https://www.facebook.com/pages/本渡トリック聖心幼稚園/1971394489803449/","","","","","","medium","Name slightly garbled (本渡トリック vs 本渡カトリック) in title but likely same page; Amakusa city context present in other results"
"札幌モンテッソーリこどものいえ","Japan","","","","","","","none","No facebook.com result found; has official site sapporo-montessori.com"
"札幌モンテッソーリこどもの家 南一条","Japan","","","","","","","none","No facebook.com result found"
"札幌天使幼稚園","Japan","https://www.facebook.com/pages/天使幼稚園/411021789268237/","","https://www.instagram.com/sapporo_tenshi/","","","","medium","Generic '天使幼稚園' title, Sapporo Higashi-ku address matches official site context but not explicit in FB snippet"
"杉の木台こども園","Japan","","","","","","","none","No facebook.com result found"
"杉並和泉のチャイルドルーム HOME SWEET HOME","Japan","","","https://www.instagram.com/childroom_home_sweet_home/","","","","none","FB result found was unrelated generic 'Home Sweet Home' page; has Instagram"
"東京モンテッソーリスクール","Japan","https://www.facebook.com/p/東京モンテッソーリスクールTokyo-Montessori-School-100063922298810/","","","","","","high","Confirmed Minato-ku Tokyo Montessori School (AMI) in snippet"
"東野保育園","Japan","","","","","","","none","No facebook.com result found"
"松原保育園","Japan","","","","","","","none","FB result found was for a different Matsubara-city Osaka facility, not Akishima; no match"
"松戸ひばり保育園","Japan","https://www.facebook.com/pages/松戸ひばり保育園/145937908776763/","","","","","","medium","Single distinctive-name result, no location confirmation in snippet"
"松枝保育園","Japan","https://www.facebook.com/pages/松枝保育園/347649991988164/","","","","","","medium","Single distinctive-name result, no location confirmation in snippet"
"松江暁の星幼稚園","Japan","https://www.facebook.com/pages/松江暁の星幼稚園/248097708995724/","","","","","","high","Exact distinctive name match (Matsue Akenohoshi Kindergarten)"
"松浦学園 モンテッソーリ子どもの家","Japan","https://www.facebook.com/pages/松浦学園モンテッソーリ子どもの家/340434539687654/","","","","","","high","Exact distinctive name match, Shizuoka Montessori facility"
"柏崎カトリック白百合幼稚園","Japan","","","","","","","none","No facebook.com result found; only a different city's Shirayuri kindergarten (Nirasaki) appeared"
"柿の実保育園","Japan","https://m.facebook.com/p/柿の実保育園-100067779995903/","","","","","","medium","Single result, common name (Persimmon), no location confirmation in snippet"
"栃尾天使幼稚園","Japan","","","","","","","none","No facebook.com result found; only unrelated 天使幼稚園 (different city) appeared"
"栃木幼稚園","Japan","","","","","","","none","No facebook.com result found"
"栄光乃園幼稚園","Japan","","","","","","","none","No facebook.com result found"
"根室カトリック幼稚園","Japan","","","","","","","none","No facebook.com result found"
"桂ぶどうの木こども園","Japan","","","","","","","none","No facebook.com result found"
"桂保育園","Japan","","","","","","","none","No facebook.com result found"
"桜の聖母幼稚園","Japan","https://www.facebook.com/270604249638932","","","","","","medium","Single result, distinctive name, no location confirmation in snippet"
"桜ヶ丘はないろ保育園","Japan","","","","","","","none","No facebook.com result found"
"桜ヶ丘幼稚園 (三島市)","Japan","","","","","","","none","4 candidate FB pages found (Nagasaki, Shonan, Ikoma, generic) but none confirmed as Mishima"
"桜町聖母幼稚園","Japan","https://www.facebook.com/catholic.sakuramachi/","active","","","","","high","Confirmed via post text '桜町聖母幼稚園の桜' matching exact school name and cherry blossom content, Takamatsu context"
"桜美林幼稚園","Japan","","","","","","","none","FB result found was for Saitama-city facility, not Machida; no match"
"梅丘至誠パーチェ","Japan","","","","","","","none","No facebook.com result found"
"梅丘至誠保育園","Japan","","","","","","","none","No facebook.com result found"
"梶山モンテッソーリスクール","Japan","https://www.facebook.com/montessori.jp/","","","","","","high","Exact distinctive name match 'Kajiyama Montessori School'"
"森の子ナーサリー","Japan","","","https://www.instagram.com/nursery_morinoko/","","","","none","No FB found; has Instagram"
"森の子保育園","Japan","https://www.facebook.com/pages/森の子保育園/821720007874558/","","","","","","medium","Single distinctive-name result, no location confirmation in snippet"
"森の幼稚園","Japan","","","","","","","none","Candidates found were different cities (Zenkou/Kyoto, Miyazaki); no confirmed Sapporo match"
"森山聖徳保育園","Japan","https://www.facebook.com/pages/森山聖徳保育園/107670122743715/","","","","","","medium","Single distinctive-name result matching Hitachi-city facility name"
"椎の実子供の家","Japan","https://www.facebook.com/people/椎の実子供の家-子どもの居場所/100091336928239/","","","","","","medium","Distinctive name match, generic community-page category, no explicit Mitaka confirmation"
"椎木保育園","Japan","","","","","","","none","No facebook.com result found among Sasebo-area results"
"検見川はないろ保育園","Japan","","","","","","","none","No facebook.com result found"
"横浜りとるぱんぷきんず","Japan","","","","","","","none","No facebook.com result found"
"横浜・モンテッソーリ幼稚園","Japan","https://www.facebook.com/100087935326456","active","","","","info@montessori.ed.jp","high","Confirmed Aoba-ku Yokohama Montessori kindergarten with matching phone/email/website"
"横浜山手モンテッソーリ保育園","Japan","","","","","","","none","No facebook.com result found"
"横田こども園","Japan","","","","","","","none","No facebook.com result found"
"横町さくら保育園","Japan","https://www.facebook.com/pages/横町さくら保育園/198670410230479/","","","","","","medium","Single distinctive-name result, no location confirmation in snippet"
"武蔵ヶ丘こども園","Japan","","","","","","","none","No facebook.com result found (distinct from 武蔵ヶ丘幼稚園 which is a different facility)"
"武雄くらら園","Japan","","","","","","","none","No facebook.com result found"
