school_name,country,facebook_url,fb_activity,instagram_url,linkedin_url,x_url,email_found_incidentally,confidence,notes
Woodpark Montessori,United States,https://www.facebook.com/WoodparkMontessori/,,https://www.instagram.com/p/DJjnjVKRScr/,,,,high,Burnsville & Savage locations share one FB page; Instagram post specifically mentions Savage location
Woodland Montessori School – Woodland,United States,https://www.facebook.com/WoodlandMontessori/,,,,,,high,Woodland CA page matches; several other same-name schools exist in other cities (Madison WI/Kalispell MT/Barrie ON) - excluded
Woodland Montessori,United States,https://www.facebook.com/WoodlandMontessoriSchool/,,,,,admin.woodlandmontessori@gmail.com,high,Spokane Valley WA location confirmed via GreatSchools address match
Wimberley Montessori School,United States,,,https://www.instagram.com/primarywimberleymontessori21/,,,,low,"School reportedly closed June 2024; old FB page URL uncertain (numeric ID found but unverified); successor ""New Wimberley Children's House"" FB page found but name doesn't match"
White Pines Montessori Academy,United States,https://www.facebook.com/whitepinesmontessori/,,,,,,high,Mississauga ON address matches (3945 Doug Leavens Blvd)
Whispering Farms Montessori Academy,United States,https://www.facebook.com/WFMA.TX/,,,,,,high,Prosper TX confirmed - 557 likes page matches address 2460 E Prosper Trail
Wedgwood Montessori,United States,,,,,,,low,"Only found ""North Wedgewood Montessori Preschool"" FB page which may be a different/related entity; no direct match to wedgwoodmontessori.com confirmed"
Washington Montessori School – High Street,United States,https://www.facebook.com/people/Washington-Montessori-School/100063767220131/,,,,,,high,Washington MO location confirmed (not to be confused with New Preston CT or Riverdale MD schools of same name)
Vincent S. Mastro Montessori Academy,United States,https://www.facebook.com/mastromontessoriacademy/,,,,,admissions@mastromontessori.org,high,Shrewsbury NJ address confirmed (35 White Road)
Villa Montessori School—CA,United States,https://www.facebook.com/villamontessoricupertino/,,,,,,medium,Website villamontessori.net serves Cupertino/Sunnyvale/San Jose area; FB page branded Cupertino but covers same school network
Victory Montessori & Childcare,United States,https://www.facebook.com/victorymontessori/,,https://www.instagram.com/victorymontessori/,,,,high,"Westminster CO confirmed - Victory Church ministry, address 11777 Sheridan Blvd"
Vancouver Montessori School,United States,https://www.facebook.com/VancouverMontessoriSchool/,,,,,trishd@vancouvermontessori.com,high,Vancouver WA confirmed - address 10316 NE 14th St matches
Valley Montessori School,United States,https://www.facebook.com/valleymontessorischool/,,,,,news@vmschool.org,high,Livermore CA confirmed - nonprofit since 1976
Unity Academy of Chicago,United States,,,https://www.instagram.com/unityacademyofchicago/,https://www.linkedin.com/company/unity-academy-of-chicago,,info@theunityacademy.org,low,No direct FB page link found in snippets despite school having social presence; contact page reportedly links FB but URL not surfaced
United Christian School,United States,,,,,,,low,"No matching FB page found for a Centreville-based ""United Christian School""; found similar but distinct entities (United Christian Preschool, Centreville Day School, United Christian Academy in different locations)"
Triangle Lake Montessori School,United States,https://www.facebook.com/p/Triangle-Lake-Montessori-61577843156946/,,,,https://x.com/tlm_hp?lang=en,,medium,High Point NC magnet school; multiple FB pages exist (older inactive one + newer one); X handle TLM_HP confirms High Point
Treasure House Child Development Center,United States,https://www.facebook.com/p/Treasure-House-Child-Development-Centers-61567748846630/,,,,,,medium,"Covington KY address matches (200 W 4th St / IRS campus); page name is plural ""Centers"" suggesting multi-location"
Town & Country Montessori,United States,https://www.facebook.com/p/Town-and-Country-Montessori-100071466276264/,,,,,,medium,Wilton CT match; school reportedly closed as of April 2026
The Montessori School – Chattanooga,United States,https://www.facebook.com/TheMontessoriSchool.Chattanooga/,,,,,,high,Chattanooga TN confirmed via themontessorischool.net website match
The Montessori Learning Center of Dundee,United States,https://www.facebook.com/DundeeMontessori/,school appears closed - Miss Carolyn retired per FB notes,,,,,high,Omaha NE (Dundee neighborhood) confirmed - address 5103 Capitol Ave; note page indicates school may be closed
The Montessori Garden School,United States,https://www.facebook.com/p/The-Montessori-Garden-School-100063582793272/,,,,,,high,Miami FL confirmed via miami-montessori.com address match (8250 SW 40 St)
The Montessori Center,United States,https://www.facebook.com/themontessoricenter/,,,,,,medium,South Bend IN match found; some sources indicate school may have closed in 2020
The Learning Nest,United States,https://www.facebook.com/TheLearningNestMiami/,,,,,,high,"Miami FL confirmed - bilingual Montessori preschool, mylearningnest.com matches"
