"school_name","country","facebook_url","fb_activity","instagram_url","linkedin_url","x_url","email_found_incidentally","confidence","notes"
"Nido (Comunale)","Italy","https://www.facebook.com/nidiosimo/","active - Asso Osimo municipal nursery network page","","","","","medium","No standalone page; part of Osimo municipal nurseries network page nidiosimo"
"Nido Arca dei bimbi","Italy","https://www.facebook.com/nidiosimo/","active - Asso Osimo municipal nursery network page","","","","","medium","Facility of Osimo municipal nurseries (Asso), no standalone page found"
"Nido Collefiorito","Italy","https://www.facebook.com/nidiosimo/","active - Asso Osimo municipal nursery network page","","","","","medium","Facility of Osimo municipal nurseries (Asso), no standalone page found"
"Nido Oasi dei Bimbi","Italy","https://www.facebook.com/nidiosimo/","active - Asso Osimo municipal nursery network page","","","","","medium","Facility of Osimo municipal nurseries (Asso), no standalone page found"
"Nido Peter Pan","Italy","","","","","","","none","Only Peter Pan nurseries found in other Italian towns (Ispra, Bellante, Luzzana, Reggio Emilia), none in Osimo"
"Nido d'infanzia Zero3","Italy","https://www.facebook.com/p/Nido-dinfanzia-Zero3-100076503351473/","active","","","","","high","Name+location match confirmed"
"Northern Blooms Montessori","United States","https://www.facebook.com/northernblooms.co/","active, 269 likes","","","","","high","Traverse City MI confirmed in snippet"
"Northwood Montessori School","United States","https://hi-in.facebook.com/pages/Northwood-Montessori-School/168368926512315","unclear","","","","","medium","Page found but no explicit Houston confirmation in snippet"
"Nueva Elemental Urbana De Guaynabo","United States","https://www.facebook.com/p/Escuela-Nueva-Elemental-Urbana-de-Guaynabo-Montessori-100076166959159/","active, 3011 likes","","","","","high","Name+Guaynabo Montessori match confirmed"
"Nyasa Junior Academy","United States","https://www.facebook.com/nyasajunioracademy/","active, 3665 likes, 102 check-ins","","https://mw.linkedin.com/company/nyasa-junior-academy","","","high","Blantyre/Limbe Malawi confirmed; website nyasajunioracademy.com also found incidentally"
"OKC Montessori","United States","https://www.facebook.com/p/OKC-Montessori-100057371143682/","active, 487 likes","","","","","high","Oklahoma City confirmed"
"Oak's Leadership School","Mexico","https://www.facebook.com/oaksleadershipschool/","active - videos/posts in Spanish","","","","","high","Name match confirmed, Mexico content (Spanish)"
"Oaklawn Christian School","United States","https://m.facebook.com/profile.php?id=933082296784979","unclear","","","","","medium","Page found, Shawnee not explicitly confirmed in snippet"
"Okinawa Montessori School International","Japan","","","","","","","none","facebook.com/OkinawaMontessoriSchool found but content not accessible/confirmable; website okinawamontessori.com found incidentally"
"Olive Tree Montessori Kindergarten","Kenya","https://www.facebook.com/p/Olive-Tree-Montessori-Kindergarten-100063536649607/","active, 1879 likes","","","","","high","Nairobi/Riara Road confirmed via olivetreemontessori.com cross-reference"
"Olivos Montessori School","Argentina","","","","","","","none","No facebook.com match found; has own website olivosmontessori.edu.ar"
"Onnuri Montessori Kindergarten","United States","","","","","","","none","No match found in Daegu; other unrelated Daegu Montessori schools surfaced instead"
"Our Lady of Assumption Montessori Eldoret","Kenya","https://www.facebook.com/p/Our-Lady-of-Assumption-Montessori-Eldoret-100067641344328/","active - recent exam updates","","","","","high","Name+Eldoret match confirmed"
"Ozel Bademler Koyu Koleji","United States","https://www.facebook.com/bademlermontessori/","active, 10511 likes","","","","","high","Urla/Izmir Bademler Montessori confirmed (Country field in source CSV is mislabeled United States; actual location Izmir Turkey)"
"Pasiflora Montessori","United States","","","https://www.instagram.com/p/DNl1QzSvSLp/","","","","none","No dedicated FB page found; only Instagram mention as Wildflower Schools grantee in Caguas PR"
"Pathway Montessori School,LLC","United States","https://www.facebook.com/PathwayMontessoriSchool/","active","","","","","high","Tupelo MS confirmed"
"Peaceful Beginnings Montessori Academy","United States","https://www.facebook.com/peacefulbeginningsmontessori/","active, 1137 likes","","","","","high","Houston TX confirmed"
"Peaceful Child Montessori Academy","United States","https://www.facebook.com/peacefulchildmontessori/","active, 218 likes","https://www.instagram.com/peacefulchildmontessori/","","","","high","Somonauk IL confirmed"
"Pei-en Lab School","United States","","","","","","","none","No match found in Zhubei"
"Pennington Montessori School","United States","https://www.facebook.com/818984098167816","unclear","","","","","medium","Pennington NJ alumni group also found; main school page location not explicitly confirmed in snippet"
"Pequena comunidad Montessori","Mexico","","","","","","","none","No exact name match found among Queretaro Montessori schools"
"Petals Preschool","Egypt","https://www.facebook.com/PetalsPreschools/","active, 16426 likes","https://www.instagram.com/petalspreschool/","","","","high","Maadi/New Cairo/Shorouk confirmed"
"Pflugerville Montessori School","United States","https://www.facebook.com/p/Pflugerville-Montessori-School-100057581614556/","active, 175 likes","","","","","high","Pflugerville TX confirmed"
"Pine Grove School","United States","https://www.facebook.com/p/Pine-Grove-School-100063617977007/","active, 467 likes","","","","","high","Falmouth ME confirmed, Montessori toddler/preschool/kindergarten program"
"Pinetrees Kindergarten","Kenya","","","","","","","none","No confirmed FB page found in Eldoret"
"Playa Grande","United States","","","","","","","none","No school FB page found; only beach location and unrelated 'Escuela Playa Grande de Vieques' found, Montessori affiliation unconfirmed"
"Preescolar Colegio Montessori Shanti De Queretaro","Mexico","https://www.facebook.com/p/Colegio-Montessori-Shanti-100057132863209/","active, 748 likes","","","","","high","Queretaro location confirmed (distinct from Puerto Vallarta branch)"
"Preescolar Maria Montessori (Retablo)","Mexico","","","","","","","none","Generic 'Preescolar Maria Montessori' page found but Retablo/Queretaro location not confirmed; ambiguous"
"Prima Escola Montessori de São Paulo","Brazil","https://www.facebook.com/PrimaMontessori","active, 2663 likes, 311 visits","https://www.instagram.com/prima_montessori/","","","","high","São Paulo address confirmed"
