school_name,country,facebook_url,fb_activity,instagram_url,linkedin_url,x_url,email_found_incidentally,confidence,notes
Children's Own School,United States,https://www.facebook.com/p/Childrens-Own-School-61566745901426/,,https://www.instagram.com/childrensownschool/?hl=en,,,info@childrensown.org,high,
Children's Montessori School – Rancho Cucamonga,United States,https://www.facebook.com/people/Childrens-Montessori-School-Rancho-Cucamonga/100070254847710/,,,,,,high,
Children's Montessori Center,United States,https://www.facebook.com/Childrensmontessoricenter/,562 likes,,,,,high,
Children's Meeting House Montessori School,United States,https://www.facebook.com/ChildrensMeetingHouseMontessoriSchoolLovelandOH/,"1,451 likes",,,,,high,
Children's Kiva Montessori School~Children's House Early Childhood Program,United States,https://www.facebook.com/p/Childrens-Kiva-Montessori-School-Childrens-House-Early-Childhood-Program-100063673357381/,,,,,,high,"Early Childhood Program page (325 likes); separate K-8 charter page also exists at facebook.com/kivacharter/"
Children's House Montessori,United States,https://www.facebook.com/p/Childrens-House-Montessori-100065366565099/,,,,,chmwrox@gmail.com,medium,two similar FB pages found for this school; picked the one matching name+location best
Charleston Montessori School,United States,,,,,,,low,"Search returned Charleston Montessori School in Charleston WV (facebook.com/CharlestonMontessoriSchool/) but website given (charlestonmontessori.com) suggests SC location — ambiguous match, left blank"
Centre Square Montessori Schoolhouse,United States,https://www.facebook.com/p/Centre-Square-Montessori-Schoolhouse-Centre-Square-Academy-100088560834262/,,https://www.instagram.com/csmscsa/,,,,medium,"City given as ""Blue Pell"" (likely typo for Blue Bell PA); snippet confirms Blue Bell PA location"
Central Montessori School of Virginia,United States,https://www.facebook.com/centralmontessorischool/,,,,,frontdesk.centralmontessori@gmail.com,high,
Capital Day School,United States,https://www.facebook.com/CDSCapitalDaySchool/,"759 likes, 90 talking about",https://www.instagram.com/capitaldayschools/,,,,high,
Campus School of Carlow University Montessori Program,United States,https://www.facebook.com/CampusLabSchool/,,,,,campusschool@carlow.edu,high,"Page name is ""The Campus Laboratory School of Carlow University"""
Campbell Montessori School,United States,https://www.facebook.com/CampbellMontessori/,,,https://www.linkedin.com/company/campbell-montessori-school,,info@campbellmontessori.org,medium,two FB pages found (campbell.montessori.5 and CampbellMontessori); picked official-looking one
Brown Tufts Montessori,United States,,,,,,,low,No Facebook page found in snippets
Broad Branch Children's House,United States,https://www.facebook.com/p/Broad-Branch-Childrens-House-100054243351392/,"1,046 likes",https://www.instagram.com/bbch_montessori/?hl=en,,,bbch@bbchmontessori.com,high,
Bristow Montessori School,United States,https://www.facebook.com/BristowMontessoriSchool/,,,,,Info@BristowMontessori.com,high,
Bright Horizons Montessori at Interlocken,United States,https://www.facebook.com/BHInterlocken/,,,,,,high,
Bright Horizons Montessori at Denver Place,United States,https://www.facebook.com/BHDenverPlace/,"167 likes, listed as possibly closed per Yelp",,,,,high,
Blue Hill Montessori School,United States,https://www.facebook.com/bluehillmontessori/,,,,,headofschool@bluehillmontessori.org,high,
Blooming View Montessori Academy,United States,https://www.facebook.com/profile.php?id=100063504316454,,,,,,high,"Website value given was itself a facebook.com URL; used directly per instructions. Note: search snippets show this school located in Athens OH, not Athens GA as input city states"
Big Sky Discovery School,United States,https://www.facebook.com/bigskydiscoveryacademy/,636 likes,https://www.instagram.com/bigskydiscoveryacademy/,,,,high,
Big Sky an Acton Academy,United States,https://www.facebook.com/bigskyacton/,275 likes,,,,,high,
Bezos Academy Tacoma–Roosevelt,United States,https://www.facebook.com/bezosacademy/,,https://www.instagram.com/bezosacademy/?hl=en,,,tacoma-roosevelt@bezosacademy.org,medium,"brand page — no dedicated campus FB page found in snippets"
Bezos Academy SeaTac–Angle Lake,United States,https://www.facebook.com/bezosacademy/,,https://www.instagram.com/bezosacademy/?hl=en,,,,medium,"brand page — no dedicated campus FB page found in snippets"
Bezos Academy Houston–South Side,United States,https://www.facebook.com/bezosacademy/,,https://www.instagram.com/bezosacademy/?hl=en,,,,medium,"brand page — no dedicated campus FB page found in snippets"
Bezos Academy Dallas–Singing Hills,United States,https://www.facebook.com/bezosacademy/,"4,389 likes",https://www.instagram.com/bezosacademy/?hl=en,,,,medium,"brand page — no dedicated campus FB page found in snippets"
Belle Meade Montessori School,United States,https://www.facebook.com/BelleMeadeSchool/,822 likes,https://www.instagram.com/bellemeadeschool/?hl=en,,,,high,
Bella Vita Montessori,United States,https://www.facebook.com/LaBellaVitaMontessori,,,,,,medium,"Page name is ""La Bella Vita Montessori School"" - name variance but address matches Miami"
Bella Montessori Preschool,United States,https://www.facebook.com/bellamontessoriofallon/,,https://www.instagram.com/bella_montessori/?hl=en,,,bellamontessoripreschool@gmail.com,high,
BeiBei Amigos Language Preschool,United States,https://www.facebook.com/BeibeiAmigosLanguageMontessori/,,https://www.instagram.com/beibeiamigos/,,,admin@beibeiamigos.com,high,
Bear Lake Montessori Academy,United States,https://www.facebook.com/p/Bear-Lake-Montessori-Academy-100083351048572/,191 likes,https://www.instagram.com/bearlakemontessori/,,,,high,
Bamboo International School,United States,https://www.facebook.com/bamboointernationalschool/,,https://www.instagram.com/bamboointlschool/,,,info@bamboointlschool.com,high,
Augsburg Park Montessori School,United States,https://www.facebook.com/AugsburgParkMontessoriSchool/,,https://www.instagram.com/apmsmontessori/,,,,medium,snippet suggests school may have closed (post about "last day of 21 years")
Atlas Academy,United States,https://www.facebook.com/dracutchildrenshouse/,706 likes,,,,,high,
Atlanta Montessori International School – Druid Hills-Endeavor,United States,https://www.facebook.com/amisdruidhills/,470 likes,,,,,high,
Atelier Kids Miami,United States,https://www.facebook.com/atelierkidsmiami/,,https://www.instagram.com/atelierkidsmiami/reels/,https://www.linkedin.com/company/atelier-kids-miami,,,high,
Aspen Park Montessori,United States,https://www.facebook.com/www.aspenparkmontessori.org/,264 likes,,,,,high,
Ascend: An Acton Academy,United States,https://www.facebook.com/ascendacademymilford,824 likes,https://www.instagram.com/ascendacademymilford/,,,,high,
Arletta Montessori,United States,https://www.facebook.com/ArlettaMontessori/,50 likes,,,,,high,
Arborland Montessori Children's Academy,United States,https://www.facebook.com/arborlandmontessori/,,https://www.instagram.com/arborlandmontessori/,,,,high,"multiple campus pages exist (Valencia, Hughes) — used main brand page"
ArborCreek Montessori Academy,United States,https://www.facebook.com/ArborCreekMontessoriAcademy/,222 likes,https://www.instagram.com/acmontessoritx/,,,,high,
"Apple Montessori School (Guttenberg, NJ)",United States,https://www.facebook.com/AppleMontessoriSchools/,"3,575 likes",,,,,medium,"only found the brand-wide Apple Montessori Schools page, not a Guttenberg-specific page"
Another Way School,United States,https://www.facebook.com/ANOTHERWAYSCHOOL,622 likes,,,,info@anotherwayschool.org,high,
"All Nations Montessori, LLC",United States,https://www.facebook.com/allnationsmontessori/,"33 likes, listed as possibly closed per Yelp",,,,,high,
All Day Montessori,United States,https://www.facebook.com/alldaymontessori/,512 likes,,,,,high,
Alder Montessori,United States,,,,,,,low,"Search shows Alder Montessori is located in Portland OR (Reynolds School District), not Beaverton as input city states — no clear matching FB page found"
Aldea Montessori,United States,https://www.facebook.com/aldeamontessori/,577 likes,https://www.instagram.com/aldeamontessorischool/,,,,high,
Acton Academy Madison West,United States,https://www.facebook.com/actonmadison/,,,,,,high,
Acton Academy Idaho Falls,United States,https://www.facebook.com/actonidahofalls/,234 likes,https://www.instagram.com/actonidahofalls/?hl=en,,,,medium,snippet indicates the academy is permanently closed
Acton Academy Anacortes,United States,https://www.facebook.com/ActonAnacortes/,95 likes,,,,,high,
Acton Academy Bee Cave,United States,https://www.facebook.com/ActonBeeCave/,,,,,info@actonbeecave.org,high,
ABC Montessori,United States,https://www.facebook.com/abc.montessori/,,,,,,medium,"page name shows as ""Kim Morey"" in snippet — likely a personal/admin-linked page for the school, some ambiguity"
A child's place Montessori School,United States,https://www.facebook.com/p/A-ChildS-Place-Montessori-School-100063830299672/,,,,,,high,
