"school_name","country","facebook_url","fb_activity","instagram_url","linkedin_url","x_url","email_found_incidentally","confidence","notes"
"聖心ウルスラ幼稚園","Japan","https://www.facebook.com/pages/聖心ウルスラ幼稚園/359940794094536/","","","","","","medium","unique school name, single FB result, page title matches exactly; location not shown in snippet but name is distinctive enough"
"聖心保育園","Japan","","","","","","","none","common name (聖心保育園), multiple FB results found (千葉, 第2) but none confirmed as 三原市 location"
"聖心幼稚園","Japan","https://www.facebook.com/pages/聖心幼稚園/212484278766159/","","","","","","high","confirmed via cross-reference: this FB page ID also surfaced in a separate search explicitly for 名古屋市北区 聖心幼稚園 (Montessori school), matches name+ward"
"聖母こども園","Japan","","","","","","","none","no FB page found for 大津市 location; only unrelated Otsu City government FB pages surfaced"
"聖母のさゆり保育園","Japan","https://www.facebook.com/pages/聖母のさゆり保育園/113369936038228/","","","","","","medium","unique distinctive name, single FB result matched exactly; location (足立区) not confirmed in snippet"
"聖母の園保育園","Japan","","","","","","","none","no FB page found; only official website and directory listings for 戸塚区 location"
"聖母マリア幼稚園","Japan","https://www.facebook.com/pages/聖母マリア幼稚園/274124442656336/","","","","","","medium","distinctive name match, single FB result; location (千葉県緑区) not confirmed in snippet"
"聖母幼愛園","Japan","","","","","","","none","no FB page found for this facility; only official website and directory listings"
"聖母幼稚園","Japan","","","","","","","none","extremely common name shared by dozens of schools across Japan/Taiwan/HK; 岡谷市 location could not be confirmed among many search results"
"聖母幼稚園","Japan","","","","","","","none","extremely common name; 岸和田市 location could not be confirmed among many unrelated results (Sakuramachi, Nase, Dogo, etc.)"
"聖母幼稚園","Japan","","","","","","","none","extremely common name; 広島市 location could not be confirmed among many unrelated results"
"聖母幼稚園","Japan","","","","","","","none","extremely common name; 久留米市 location could not be confirmed, only generic/unrelated results"
"聖母幼稚園","Japan","","","","","","","none","extremely common name; 熊本市 location could not be confirmed among many unrelated results"
"聖母幼稚園","Japan","","","","","","","none","extremely common name; 鹿児島市 location could not be confirmed among many unrelated results"
"聖母幼稚園","Japan","","","","","","","none","extremely common name; 沖縄市 location could not be confirmed among many unrelated results (Nase, Dogo, Naruto, Nagao)"
"聖蹟こどもTERRACE","Japan","","","","","","","none","no FB page found; only directory listings, official site, and job posting sites surfaced"
"聖霊こども園","Japan","","","","","","","none","no FB page found; only official website (seirei-kodomoen.com) and directory listings surfaced"
"育成幼稚園","Japan","https://www.facebook.com/pages/育成幼稚園/279717085465296/","","","","","","medium","distinctive name, single FB result matched exactly; location (桜井市) not confirmed in snippet"
"至誠あずま保育園","Japan","","","","","","","none","no FB page found; only official site (shisei2-hoiku.jp) and directory listings"
"至誠いしだ保育園","Japan","","","","","","","none","no FB page found; only official site and directory listings"
"至誠ひの宿保育園","Japan","","","","","","","none","no FB page found; only official directory and city listings"
"至誠保育園","Japan","","","","","","","none","no FB page found; only official operator site (shisei-hoiku.jp) and city listings for 立川市"
"至誠第二保育園","Japan","https://www.facebook.com/pages/至誠第二保育園/274532399224020/","","","","","","medium","distinctive name (Shisei group is known Hino-area operator), single FB result matched exactly"
"舞鶴聖母幼稚園","Japan","https://www.facebook.com/pages/舞鶴聖母幼稚園/107107962684036/","","","","","","high","distinctive compound name (Maizuru+Seibo), single unique FB result, exact name match"
"芙蓉園","Japan","","","","","","","none","name too generic/ambiguous, no FB result matched to 上田市 (results were Machida welfare facility, bonsai village, Taipei restaurant)"
"花かご保育園","Japan","","","","","","","none","no FB page found for 北九州市門司区 location; only official site and directory listings"
"花川マリア認定こども園","Japan","","","","","","","none","no FB page found; only official site (h-catholic.ed.jp) and directory listings for 石狩市"
"花川南認定こども園","Japan","","","","","","","none","no FB page found; only official operator site (aokigakuen.jp) and directory listings for 石狩市"
"花月保育所","Japan","","","","","","","none","no FB page found for this facility; only city and directory listings for 滝川市"
"花田口聖母幼稚園","Japan","https://www.facebook.com/hanadaguchiseibo/","","","","","","high","exact vanity URL match (hanadaguchiseibo), distinctive compound name, clear single result"
"花鶴どろんここども園","Japan","","","","","","","none","no FB page found; only official site (doronko-hoikuen.com) and directory listings for 古賀市"
"若松天使園","Japan","","","","","","","none","no FB page found; only official site (wakamatsu-tenshien.com) and Kitakyushu city government FB pages (unrelated)"
"若松青葉幼稚園","Japan","https://www.facebook.com/pages/若松青葉幼稚園/138331739677913/","","","","","","medium","distinctive compound name (Wakamatsu Aoba), single unique FB result matched exactly; ward not confirmed in snippet"
"若草保育園","Japan","","","","","","","none","ambiguous - two FB results found (若草保育園 and 若草保育園京町/Kyomachi) but neither confirmed as 城南区 福岡 location"
"若葉幼稚園","Japan","","","","","","","none","extremely common name; multiple FB results (Minoh, Yokosuka, Sapporo, Shiroi, etc.) but none confirmed as 栃木市"
"若葉幼稚園","Japan","","","","","","","none","extremely common name; multiple FB results (Minoh, Yokosuka, Sapporo, etc.) but none confirmed as 今治市"
"茂原聖マリア幼稚園","Japan","","","","","","","none","no FB page found; only official site (mobara-maria.jp) and directory listings for 茂原市"
"茶臼山こども園","Japan","https://www.facebook.com/pages/茶臼山こども園/244790376186915/","","","","","","medium","distinctive name, single unique FB result matched exactly; location (大津市) not confirmed in snippet"
