school_name,country,facebook_url,fb_activity,instagram_url,linkedin_url,x_url,email_found_incidentally,confidence,notes
Guidepost Montessori at Brooklyn Heights,United States,https://www.facebook.com/guidepostbrooklynheights/,active recent posts/videos,,,,,high,
Guidepost Montessori at Burke,United States,https://www.facebook.com/guidepostburke/,,https://www.instagram.com/guidepostmontessoriburke/,,,burke@guidepostmontessori.com,high,
Guidepost Montessori at Branchburg,United States,https://www.facebook.com/people/Guidepost-Montessori-at-Branchburg/100064063872411/,recent posts (Fall 2024),https://www.instagram.com/guidepost_branchburg/,,,branchburg@guidepostmontessori.com,high,school listed as CLOSED per Yelp - verify before contacting
Growing Circle Montessori Ltd,United States,,,https://www.instagram.com/growingcirclechildrenshouse/,,,,low,found pages are for 'Montessori of New Paltz' and 'Growing Circle Children's House' - unclear which matches this exact org name; not recorded to avoid false match
Groton Multicultural Montessori,United States,https://www.facebook.com/GrotonMontessori/,,,https://www.linkedin.com/in/groton-multiculturalmontessori-324a76b7,,,high,
Greenville Montessori School,United States,https://www.facebook.com/GreenvilleMontessoriSchool/,active (776 likes),,,,,high,
Green River Montessori School,United States,https://www.facebook.com/Green-River-Montessori-School-228486335507/,active reels,,,,,medium,two FB URLs found (also a /p/100057306054378/ profile) - recorded the named page
Green Friends Montessori,United States,https://www.facebook.com/GFMontessorischool/,,,,,,high,
Grace Montessori School–Mountain Home,United States,https://www.facebook.com/p/Grace-Montessori-School-100063522134524/,,,,,,medium,multiple same-named schools exist in other states; matched by Mountain Home ID location context
Gore Range Montessori – Edwards,United States,https://www.facebook.com/pages/Gore-Range-Montessori/975284839181177,,https://www.instagram.com/explore/locations/975284839181177/gore-range-montessori/,,,,medium,redirect-style FB URL; page content not directly confirmed
Good Shepherd Catholic School,United States,https://www.facebook.com/GoodShepherdDenver/,active (videos),https://www.instagram.com/goodshepherddenver/,,,,high,
Golden Mountain Montessori,United States,https://www.facebook.com/GoldenMountainMontessori/,,,,,,high,
Golden Elementary Montessori School,United States,https://www.facebook.com/p/Golden-Elementary-Montessori-100057527616427/,,,,,,high,
Golden Harvest Montessori School – Warm Springs,United States,https://www.facebook.com/p/Golden-Harvest-Montessori-School-100043262247206/,active (493 likes 79 visits),,,,,high,
Glenwood Springs Montessori,United States,https://www.facebook.com/gwsmontessori/,active (472 likes),,,,,high,
Gethsemane Lutheran School,United States,https://www.facebook.com/gethsemanePTP/,,,,,,medium,school itself has no dedicated page found; recorded parent-teacher partnership page; church page also exists at facebook.com/GLUTHERAN/
Garden Montessori School LLC,United States,https://www.facebook.com/TheGardenMontessoriSchool/,,,,,,medium,school listed as possibly closed 2024 per one source - verify before contacting
Frog Song Montessori Preschool,United States,https://www.facebook.com/pages/Frog-Song-Montessori/296324254308403,,,,,,medium,page content not directly confirmed in snippets
