"school_name","country","facebook_url","fb_activity","instagram_url","linkedin_url","x_url","email_found_incidentally","confidence","notes"
"アイン三枚町保育園","Japan","https://www.facebook.com/ein.hoikuen/","active","","","","","medium","Shared group FB page for all Ein-brand nurseries (posts about individual branches); no dedicated page found for this branch"
"アイン弘明寺保育園","Japan","https://www.facebook.com/ein.hoikuen/","active","","","","","medium","Shared group FB page for all Ein-brand nurseries; branch-specific post found under this page"
"アイン松本町保育園","Japan","","none","","","","","none","No dedicated or group FB match found for this specific branch in results"
"アイン栗平保育園","Japan","https://www.facebook.com/ein.hoikuen/","active","","","","","medium","Shared group FB page for all Ein-brand nurseries; branch-specific post found under this page"
"アイン武蔵小杉保育園","Japan","https://www.facebook.com/ein.hoikuen/","active","","","","","medium","Shared group FB page for all Ein-brand nurseries; branch-specific post found under this page"
"アイン武蔵小杉北保育園","Japan","https://www.facebook.com/ein.hoikuen/","active","","","","","medium","Shared group FB page for all Ein-brand nurseries; branch-specific introductory post found under this page"
"アイン能見台駅前保育園","Japan","https://www.facebook.com/ein.hoikuen/","active","","","","","medium","Shared group FB page for all Ein-brand nurseries; branch-specific post found under this page"
"アイン金沢文庫保育園","Japan","https://www.facebook.com/ein.hoikuen/","active","","","","","medium","Shared group FB page for all Ein-brand nurseries; branch-specific post found under this page"
"アイン高島台保育園","Japan","https://www.facebook.com/ein.hoikuen/","active","","","","","medium","Shared group FB page for all Ein-brand nurseries; no branch-specific post found but same operator/page"
"アサンプション国際幼稚園","Japan","","none","https://www.instagram.com/assumption_kokusai/","","","","medium","No Facebook page found; official Instagram account confirmed (@assumption_kokusai)"
"アソカナーサリー","Japan","","none","","","","","none","No FB page found in search results"
"アテナ保育園","Japan","","none","","","","","none","No FB page found in search results"
"アメリカンキッズ英語保育園志木本町園","Japan","","none","","","","","none","No FB page found in search results"
"アメリカンキッズ英語保育園戸田本町園","Japan","","none","","","","","none","No FB page found in search results"
"アリスこどもの家幼稚園","Japan","","none","","","","","none","Facebook results returned different unrelated 'Alice' schools (Nonoichi Ishikawa); no match for Miyazaki location"
"イコロ昭和の森","Japan","","none","","","","","none","No FB page found in search results"
"イマココモンテッソーリプリスクール","Japan","https://www.facebook.com/imakokomontessori/","active","","","","","high","Exact name + location match (Fukazawa, Setagaya), 104 likes"
"イメルダ幼稚園","Japan","https://www.facebook.com/imerudakindergarten/","active","","","","","high","Exact name + location match (Hachinohe, adjacent to Catholic church)"
"インターナショナル・モンテッソーリ・ オリーブ・キンダーガーデン","Japan","","none","","","","","none","No FB page found; only official website (olivekinder.com) located"
"ウィズチャイルド かわのこほいく園","Japan","","none","","","","","none","No FB page found in search results"
"ウィズチャイルド さくらがおかこども園","Japan","","none","","","","","none","No FB page found in search results"
"ウィズチャイルド さくらがおかみなみ園","Japan","","none","","","","","none","No FB page found in search results"
"ウィズチャイルド さくらがおか幼保園","Japan","","none","","","","","none","No FB page found in search results"
"ウィズ・ユー×モンテツリー桜の宮","Japan","","none","","","","","none","No FB page found; results returned unrelated Osaka Toshima-area pages"
"ウシオナーサリー永国寺","Japan","","none","","","","","none","No FB page found in search results"
"エキチカ保育園Ⅱ","Japan","","none","","","","","none","No FB page found in search results"
"エクレスすみれ保育園","Japan","https://www.facebook.com/exressumire/","active","","","","","high","Exact name match, correct operator (Iwatani Gakuen) and location (Tsuzuki, near Center Minami station)"
"エクレス保育園","Japan","","none","https://www.instagram.com/exres_youchien/","","","","medium","No FB page found; official Instagram account confirmed"
"エクレス幼稚園","Japan","https://www.facebook.com/pages/岩谷学園附属エクレス幼稚園/326630244104780/","unknown","","","","","high","Name match with operator Iwatani Gakuen (same group as Ecless Sumire); legacy Facebook Pages-format URL"
"エデュカーレ城之内","Japan","","none","","","","","none","No FB page found in search results"
"エトワール保育園","Japan","https://www.facebook.com/p/エトワール保育園日祝-開園-100054543650654/","active","","","","","high","Exact name match found via site-restricted search"
"エミールこども園","Japan","https://www.facebook.com/emilekodomoen/","active","","","","","high","Confirmed exact name + location match (Fukuoka-shi Sawara-ku); page has active videos/photos"
"エルワイズアカデミー","Japan","","none","","","","","none","No FB page found; only official website (l-wise.com) located"
"エンジェルこどものいえ","Japan","","none","","","","","none","No FB page found in search results"
"エンジェルアイ保育園","Japan","","none","","","","","none","No FB page found; only a differently-named 'エンジェルキッズ保育園' page appeared, not a match"
"エンジェルナーサリー 鹿島田園","Japan","","none","","","","","none","No FB page found in search results"
"エンジェルモンテッソーリ子どもの家","Japan","https://www.facebook.com/p/エンジェルモンテッソーリ子どもの家-100070463591376/","active","","","","","high","Exact name match found, location Kashiwa confirmed via multiple search result variants"
"エンゼル保育園","Japan","","none","","","","","none","Multiple 'エンゼル保育園' pages found (Kodaira, Hanazono, etc.) but none confirmed for Ishigaki location"
"オトノハ","Japan","","none","","","","","none","No match for Okayama location; results were unrelated Otonoha businesses (cafe, music school) in other regions"
"オリーブモンテッソーリこどもの家","Japan","","none","","","","","none","No FB page found; official website (olivemontessorischool.grow.tokyo.jp) located instead"
"オリーブ保育園","Japan","","none","","","","","none","Multiple 'オリーブ保育園' pages found (Yokohama, Kitano, Kobe) but none confirmed for Utsunomiya location"
"カトリックカリタス幼稚園","Japan","","none","","","","","none","No confirmed match; results returned Caritas Kindergarten (unclear location) and Kagoshima Diocese page, not verified as this specific school"
"カトリック光丘幼稚園","Japan","","none","https://www.instagram.com/c_hikarigaoka/","","","","medium","No FB page found; official Instagram account confirmed"
"カトリック吉野幼稚園","Japan","","none","","","","","none","No FB page found in search results"
"カトリック国分幼稚園","Japan","https://www.facebook.com/pages/カトリック国分幼稚園/192133697959630/","unknown","","","","","high","Exact name match found via site-restricted search"
"カトリック坂ノ市幼稚園","Japan","https://m.facebook.com/profile.php?id=382566321827480","unknown","","","","","high","Exact name match found via site-restricted search (Oita Prefecture)"
"カトリック垂水幼稚園","Japan","","none","","","","","none","No dedicated FB page found; only related Catholic church/parish and unrelated kindergarten pages appeared"
"カトリック天使幼稚園","Japan","https://www.facebook.com/pages/カトリック天使幼稚園/252993681476047/","unknown","","","","","high","Exact name match found via site-restricted search"
"カトリック志布志幼稚園","Japan","","none","","","","","none","No FB page found in search results"
"カトリック日田幼稚園","Japan","https://www.facebook.com/pages/カトリック日田幼稚園/734902763532663/","unknown","","","","","high","Exact name match found via site-restricted search"
"カトリック明野幼稚園","Japan","https://www.facebook.com/pages/大分カトリック学園カトリック明野幼稚園/273584943094148/","unknown","","","","","high","Exact name match found via site-restricted search (Oita Catholic School Garden)"
"カトリック津久見幼稚園","Japan","","none","","","","","none","No FB page found in search results"
"カトリック海星幼稚園","Japan","https://www.facebook.com/pages/カトリック海星幼稚園/159065594107101/","unknown","","","","","high","Exact name match found via site-restricted search (Oita)"
"カトリック聖母こども園","Japan","","none","","","","","none","No FB page found; official website (catholic-seibo-kyoto.jp) located instead"
"カトリック鶴崎幼稚園","Japan","","none","","https://www.instagram.com/catotsuru.kg1964/","","","medium","No FB page found; official Instagram account confirmed"
