"school_name","country","facebook_url","fb_activity","instagram_url","linkedin_url","x_url","email_found_incidentally","confidence","notes"
"Kita ""Knirpsenland"" Pößneck","Germany","","","","","","","none","No Pößneck-specific FB page found; only Magdeburg/Muschwitz Kita Knirpsenland pages matched."
"Kita ""Sonnenland"" Saalfeld","Germany","https://www.facebook.com/p/AWO-Integrativer-Kindergarten-Sonnenland-Saalfeld-61550492410333/","active","","","","","high","AWO Integrativer Kindergarten Sonnenland Saalfeld, address matches Klopstockstraße 15, Saalfeld."
"Kita ""Villa Lustig"" Weimar","Germany","","","","","","","none","No Facebook page found; only directory/AWO org site listings (Schopenhauerstr. 33, Weimar)."
"Kripa Montessori School","United States","https://www.facebook.com/kripamontessorischoolschaumburg/","active","","","","","high","Exact match: Kripa Montessori School - Schaumburg, IL, 1178 likes."
"Lambs and Shepherds Montessori","United States","https://www.facebook.com/p/Lambs-and-Shepherds-Montessori-100066429356597/","unknown","","","","","high","Exact match: Lambs and Shepherds Montessori, Fort Worth TX."
"Lane Montessori School","United States","https://m.facebook.com/profile.php?id=868900339810920","active","","","","","high","Exact match: Lane Montessori School - Ardmore, PA (Preschool)."
"Lazos Montessori","Mexico","https://www.facebook.com/lazosmontessori/","active","","","","","high","Exact match: Lazos Montessori, Zapopan, 2 campuses."
"Lcdo Guillermo Atiles Moreau","United States","","","","","","","none","Public PR school; only a Dept. of Education photo mention found, no dedicated school FB page."
"LePort Montessori Broadlands","United States","https://www.facebook.com/LePortMontessoriSchools/","active","","","","","medium","Broadlands-specific welcome video found on the main brand page facebook.com/LePortMontessoriSchools; no standalone Broadlands vanity URL located."
"Learn and Play Montessori School","United States","https://www.facebook.com/LearnAndPlayMontessoriSchools/","active","","","","","high","Main org page explicitly 'Fremont CA'; multiple Fremont campus sub-pages (Niles, Irvington, Centerville, Maple, Dusterberry) also found."
"Learning Circle Montessori School","United States","","","","","","","none","School closed (merged into Mountain Meadows Montessori per search results); no FB page found."
"Lectura Montessori School","United States","https://www.facebook.com/p/Lectura-Montessori-School-100035988746037/","active","","","","","high","Exact match: Lectura Montessori School, Berwyn IL."
"Libertyville Montessori School","United States","https://www.facebook.com/libertyvillemontessorischool/","closed","","","","","high","Exact match page found (school reported closed after 60 years); page still exists."
"Lincoln Square Montessori School","United States","https://www.facebook.com/lincolnsquaremontessori/","active","","","","","high","Exact match: Lincoln Square Montessori School, Chicago, 2953 W Lawrence Ave."
"Little Bears Montessori","United States","","","","","","","none","No matching FB page found in Kigali; only unrelated Kigali/Rwanda Montessori schools returned (Dove, Nature's Way, Sunflower)."
"Little Blessings Montessori","United States","https://www.facebook.com/pages/Little%20Blessings%20Montessori/114198035587869/","unknown","","","","","medium","Page found by exact name but location (Colorado Springs) not confirmed in snippet."
"Little Flower Montessori School","United States","https://www.facebook.com/pages/Little-Flower-Montessori-School/1496230293973664","active","","","","","high","Exact match: Little Flower Montessori School, Wilton Manors FL, AMI-accredited since 1976."
"Little Gems Montessori Academy","United States","https://www.facebook.com/LittleGemsMontessoriAcademy/","active","","","","","high","Exact match: Little Gems Montessori Academy, Somerset NJ, 217 likes."
"Little House Montessori","United States","","","","","","","none","Only Little House Montessori pages in Christchurch NZ and Tralee Ireland found; no Golden, CO match."
