"school_name","country","facebook_url","fb_activity","instagram_url","linkedin_url","x_url","email_found_incidentally","confidence","notes"
"まや子どもの家","Japan","","","","","","","none","No matching FB page found in search results for Kobe location"
"みぎわ幼稚園","Japan","","","","","","","none","No matching FB page found for Naka-gun location; found unrelated Migiwa nursery in Kyoto"
"みくに学園","Japan","","","","","","","none","No matching FB page found for Kashiwa location"
"みすゞ保育園","Japan","https://www.facebook.com/pages/%E3%81%BF%E3%81%99%E3%82%9E%E4%BF%9D%E8%82%B2%E5%9C%92/1909118879323225/","unknown","","","","","medium","Single FB page result matches name; location not confirmed in snippet"
"みたけ幼稚園","Japan","https://www.facebook.com/160306914048042","active","","","","","high","Multiple consistent results + permalink confirming 学校法人杉山第三学園「みたけ幼稚園」 aerial photography post"
"みつば幼稚園","Japan","https://www.facebook.com/pages/%E3%81%BF%E3%81%A4%E3%81%B0%E5%B9%BC%E7%A8%9A%E5%9C%92/207009142702162/","unknown","","","","","medium","FB page matches name for Miyakojima area; location not fully confirmed in snippet"
"みつる認定こども園","Japan","","","","","","","none","No FB-specific result; only general web results found (official site mitsuru88.jp)"
"みどりが丘保育園","Japan","https://www.facebook.com/pages/%E3%81%BF%E3%81%A9%E3%82%8A%E3%81%8C%E4%B8%98%E4%BF%9D%E8%82%B2%E5%9C%92/136449313122752/","unknown","","","","","medium","Single FB page result matches name; location (Kunohe-gun) not confirmed in snippet"
"みどりこ園","Japan","https://www.facebook.com/pages/%E3%81%BF%E3%81%A9%E3%82%8A%E3%81%93%E5%9C%92/112380155540548/","unknown","","","","","medium","Single FB page result matches name; Hiratsuka location not confirmed in snippet"
"みどりの園","Japan","https://www.facebook.com/pages/%E3%81%BF%E3%81%A9%E3%82%8A%E3%81%AE%E5%9C%92/279994065789251/","unknown","","","","","medium","Single FB page result matches name; Akiruno location not confirmed in snippet"
"みどり丘幼稚園","Japan","https://www.facebook.com/pages/%E3%81%BF%E3%81%A9%E3%82%8A%E4%B8%98%E5%B9%BC%E7%A8%9A%E5%9C%92/360252450722819/","unknown","","","","","medium","FB page matches exact name among several similar-name results; Toyono-gun location not confirmed in snippet"
"みなみまごめ保育園","Japan","","","","","","","none","No dedicated FB page found; official site is minamimagome.com"
"みやこのじょう児童学園","Japan","https://www.facebook.com/pages/%E3%81%BF%E3%82%84%E3%81%93%E3%81%AE%E3%81%98%E3%82%87%E3%81%86%E5%85%90%E7%AB%A5%E5%AD%A6%E5%9C%92/283484278730294/","unknown","","","","","medium","Single FB page result matches exact name; location not confirmed in snippet"
"みやこのじょう児童学園ひまわり","Japan","","","","","","","none","No FB page found for the 'Himawari' branch specifically; only the main みやこのじょう児童学園 FB page was found"
"みやら保育園","Japan","","","","","","","none","No FB page found; official group site is warazan.jp"
"みやら子宝保育園","Japan","","","","","","","none","No FB page found; related pages found are for other Ishigaki facilities"
"みゆき保育園","Japan","https://www.facebook.com/miyukihoikuen/?locale=ja_JP","unknown","","","","","high","FB page found with matching name; official site fuedajinja.or.jp/miyuki confirms Kumamoto location + Montessori education"
"みょうじょう幼稚園","Japan","","","","","","","none","No FB page found; official site is myojo.ed.jp"
"みらいキッズモンテプリスクール","Japan","https://www.facebook.com/miraikidsmonte/","active","","","","","high","FB page content directly describes Montessori preschool matching name; Kobe-area confirmed via description"
"むぎの穂保育園","Japan","","","","","","","none","FB page found (muginohohoikuen) is located in Toon-shi Ehime, not Higashi-Osaka - mismatch"
"むぎの穂第二保育園","Japan","https://www.facebook.com/pages/%E3%82%80%E3%81%8E%E3%81%AE%E7%A9%82%E7%AC%AC%E4%BA%8C%E4%BF%9D%E8%82%B2%E5%9C%92/360004440755087/","unknown","","","","","medium","Single FB page result matches exact name; Higashi-Osaka location not confirmed in snippet"
"むくどりこども園","Japan","","","","","","","none","No FB-specific page found; official site mukudori.ed.jp"
"むくどり風の丘こども園","Japan","","","","","","","none","No FB-specific page found for this facility"
"むくどり風の森こども園","Japan","","","","","","","none","No FB-specific page found; official site mukudori.ed.jp/dai2"
"むれが岡保育園","Japan","https://www.facebook.com/p/%E3%82%80%E3%82%8C%E3%81%8C%E5%B2%A1%E4%BF%9D%E8%82%B2%E5%9C%92-100057040765959/?locale=ja_JP","active","","","","","high","FB page confirmed with 255 likes and check-ins, matches name for Kagoshima City nursery"
"めぐみの聖母保育園","Japan","https://www.facebook.com/pages/%E3%82%81%E3%81%90%E3%81%BF%E3%81%AE%E8%81%96%E6%AF%8D%E4%BF%9D%E8%82%B2%E5%9C%92/483429668448007/","unknown","","","","","medium","Single FB page result matches exact name; Koyu-gun location not confirmed in snippet"
"めぐみ幼稚園","Japan","","","","","","","none","Many めぐみ幼稚園 FB pages found for other cities (Hakodate, Bibai, Tachikawa, etc) but none for Shimonoseki"
"めばえ幼稚園北サークル","Japan","","","","","","","none","FB pages found for めばえ幼稚園/めばえ幼稚舎 variants but none confirmed for Fukushima City North Circle branch"
"めぶき保育園なりた","Japan","","","","","","","none","No matching FB page found for Narita location"
"やひろ学園 モンテッソーリ子供の家","Japan","","","","","","","none","No FB page found; official site yahirogakuen.com, no social presence located"
"ゆいぴよ園","Japan","https://www.facebook.com/yuipiyo.yuipiyoen/","active","","","","","high","FB page name directly matches 株式会社ゆいぴよ ゆいぴよ園 ゆい保育園, Osaka, Sumiyoshi-ku area"
"ゆい保育園","Japan","","","","","","","none","FB result found (ゆい保育園たまがわ) is a different branch, not confirmed as Ikeda City location"
"ゆずりは保育園 分園みずえ","Japan","","","","","","","none","No dedicated FB page found; facility active on Instagram (@yuzuriha_hoikuen) instead"
"ゆずりは保育園 本園","Japan","","","","","https://www.instagram.com/yuzuriha_hoikuen/","","none","No dedicated FB page found; official site yuzuriha-hoikuen.jp confirms Montessori education, active on Instagram instead"
"ゆたかこども園","Japan","https://www.facebook.com/pages/%E3%82%86%E3%81%9F%E3%81%8B%E3%81%93%E3%81%A9%E3%82%82%E5%9C%92/132162570188322/","unknown","","","","","medium","Single FB page result matches exact name; Ise City location not confirmed in snippet"
"ゆりかご幼稚園","Japan","https://www.facebook.com/pages/%E8%AA%8D%E5%AE%9A%E3%81%93%E3%81%A9%E3%82%82%E5%9C%92%20%E3%82%86%E3%82%8A%E3%81%8B%E3%81%94%E5%B9%BC%E7%A8%9A%E5%9C%92%E3%83%BB%E7%AC%AC%E4%BA%8C%E5%9C%92%E8%88%8E/348653425762824/","unknown","","","","","high","FB page title directly confirms 認定こども園ゆりかご幼稚園・第二園舎 matching Kawasaki-ku facility"
"よいサマリヤ人保育園","Japan","","","","","","","none","No FB page found; only general directory listings for Shimajiri-gun facility"
"よしだマリア幼稚園","Japan","","","","","","","none","No FB page found; official site yoshidamaria.net confirms Montessori education, no social presence located"
"らららこども園","Japan","https://www.facebook.com/lalalakodomoen/","unknown","","","","","high","Single, exact-name-match FB page found for the facility"
"りたの芽","Japan","","","","","","","none","No matching FB page found for Midori-ku location; too generic a name, no relevant results"
"りっしょう子ども園","Japan","","","","","","","none","No FB page found; official site rissyokodomoen.com"
"りんごぐみ","Japan","https://www.facebook.com/ringogumiwith/","active","","","","","high","FB page りんごぐみwith confirmed as Osaka corporate-led childcare facility (Sanwa Construction), matches name"
