school_name,country,facebook_url,fb_activity,instagram_url,linkedin_url,x_url,email_found_incidentally,confidence,notes
"Hopes and Dreams Montessori, Lavington",Kenya,https://www.facebook.com/hopesdreamsmontessori/,,,,,,high,"1164 likes; matches Lavington/Nairobi Mrs. Mohamed principal; note a distinct Hopes and Dreams Montessori Nurseries London page exists, not this school"
One World Montessori School,Namibia,,,,,,oneworldmontessorischool@gmail.com,low,No FB page found in snippets despite searching; website + phone confirmed only
Montessori Children's House,Namibia,https://www.facebook.com/people/Montessori-Childrens-House-Toddler-program-Pre-school/100057267136665/,,,,,,medium,"Matches Toddler program & Pre-school in Windhoek; plausible same org as montessori-namibia.com but name variant, not 100% certain"
École Montessori Rabat,Morocco,https://fr-fr.facebook.com/rabatmontessori.ma/,,,,,,medium,"Page handle rabatmontessori.ma strongly suggests match to montessori-rabat.com but snippet didn't confirm full name/address"
Montessori Foundation of Egypt (regional network),Egypt,https://www.facebook.com/MontessoriFoundationEgypt/,,,,,,high,"5363 likes; Cairo-based AMI Foundation; note website snippet shows montessori-egypt.net not .org but same org (founded by Hala Aboulela)"
Cindi's Hope Early Learning Center,Rwanda,https://www.facebook.com/CindisHope/,,,,,cindi.lynns.hope@gmail.com,high,"Address KN 4 Ave 10 M.Peace Plaza, Kigali matches; Montessori method confirmed"
Pebbles Academy Thika,Kenya,https://www.facebook.com/pebblesacademykenya/,,https://www.instagram.com/pebblesacademyke/,,,,high,Matches Thika Town location and pebblesacademy.co.ke website
Eaglestar Private School,Botswana,https://www.facebook.com/eaglestardaycare/,,,,,,medium,"Page named Eaglestar Pre-School & Daycare Centre in Gaborone; 3645 likes; slight name variant from Eaglestar Private School but same entity likely"
M.I.P. - Montessori International Preschool (New Giza campus),Egypt,https://www.facebook.com/MontessoriPreschoolEgypt,,,,,,high,Website column was already a facebook.com URL
Alexandria Montessori Nurseries,Egypt,https://www.facebook.com/AlexandriaMontessori/,,https://www.instagram.com/alexandriamontessori/?hl=en,,,,high,"20000+ likes; matches alexandriamontessori.com, first accredited Montessori in Alexandria since 2009"
École Montessori de Tanger,Morocco,https://www.facebook.com/ecolemontessoritanger/,,,,,,high,"Matches ecolemontessoritanger.com, Tangier address 19 Rue Tarragone, 96% recommend rate"
Ecole Jil Espoir (Agadir),Morocco,https://www.facebook.com/ecolejilespoir/,,https://www.instagram.com/ecole_jil_espoir/,,,,high,1672 likes; matches ecolejilespoir.com and Agadir location
École Les Fleurs Montessori (Kenitra),Morocco,https://www.facebook.com/ecolelesfleurs.ma/,,https://www.instagram.com/ecolelesfleurs/,,,,high,"Matches ecolelesfleurs.ma website, Kenitra address Rue des écoles Bir Rami"
Maria Montessori Kénitra,Morocco,https://www.facebook.com/InstitutMariaMontessoriKenitra/,,https://www.instagram.com/mariamontessorikenitra/,,,,medium,"Multiple FB pages exist for this school (also facebook.com/mariamontessorikenitra/); picked the named Institut page; matches mariamontessori.ma Kenitra address"
Maison des Enfants Maria Montessori,Tunisia,https://www.facebook.com/profile.php?id=100063440905139,,,,,,medium,"Page titled Maison des Enfants Maria Montessori Tunisie; a second page Children's House Maria Montessori Tunisia also exists for same org, La Marsa/Tunis area confirmed"
Neverland Montessori School,Algeria,https://www.facebook.com/neverlandmontessorischool/,,,,,,high,"3730 likes; trilingual Montessori nursery ages 3-6, matches neverlandmontessorischool.com; snippet says Algiers (El Biar is a district of Algiers)"
Trillium Court Montessori,Nigeria,https://www.facebook.com/trilliumcourtmontessori,,https://www.instagram.com/trilliumcourtmontessori/?hl=en,,,,high,"392 likes; matches Surulere, Lagos address 3 Olufemi Road off Ogunlana Dr, matches website given directly"
Prime Montessori School,Nigeria,https://www.facebook.com/pmsnigeria/,,,,,,high,"346 likes, matches Satellite Town/Lagos location and pmsnigeria.com website"
Hillview Montessori School,Ghana,https://www.facebook.com/p/Hillview-Montessori-School-100063500529652/,,https://www.instagram.com/hvms_gh/,,,,high,"Matches Accra location, corroborated by hillviewschools.com"
Rising Sun Montessori School,Ghana,https://www.facebook.com/RisingSunMontessoriSchools/,,,,,info@therisingsunschools.com,high,"3183 likes, matches New Bortianor/Dome/Lashibi Accra campuses, phone +233 24 475 3015"
Ivory Montessori School,Ivory Coast,https://www.facebook.com/ivorymontessorischool/,,,,,info@ivorymontessorischool.com,high,"Matches Cocody Abidjan location, founded 2016, AMI-accredited"
Montessori Generation International School (MGIS),Ivory Coast,https://www.facebook.com/p/Mgischool-100088108959954/,,https://www.instagram.com/mgischool/,,,,high,"Matches Abidjan bilingual school, corroborated by mgischool.com"
Institution Bilingue Montessori (IBM),Senegal,,,,,,,low,"Search surfaced École Montessori bilingue de Dakar (11723 likes) which appears to be a DIFFERENT school (Ngor-Almadies) than IBM (Yoff Virage) despite similar name — could not confirm IBM's own FB page with certainty"
Rising Stars Academie,Senegal,,,,,,,low,"No confirmed Facebook page found; search returned unrelated Rising Stars Montessori pages in Accra, Karachi, Johannesburg — none matching Dakar Islamic Montessori school"
Montessori Bamako International School (MBIS),Mali,https://www.facebook.com/people/Montessori-Bamako-International-School/61555865901125/,,,,,,high,Website column was already a facebook.com URL
Montessori International School Seychelles,Seychelles,https://www.facebook.com/montessoripreschoolseychelles/,,,,,,high,Website column was already a facebook.com URL
Treasure House Montessori School,Nigeria,,,https://www.instagram.com/thousemontessori/,,,,high,"Instagram found (@thousemontessori); no confirmed Facebook page located despite multiple search attempts"
Edukely,Madagascar,https://www.facebook.com/Edukely/,,,,,contact@edukely.mg,high,"4288 likes, matches Antananarivo bilingual Montessori-inspired school, corroborated by edukely.mg"
Balgownie Preschool and Montessori Centre,Australia,https://www.facebook.com/p/Balgownie-Preschool-and-Montessori-Centre-100093378348751/,,,,,admin@balgowniepreschool.com,high,Matches Wollongong/Balgownie NSW location
Bankstown Montessori Childcare,Australia,https://www.facebook.com/bankstownmonte/,,,,,,high,"199 likes, 62 check-ins, matches bankstownmontessori.com.au domain and Bankstown NSW location"
