school_name,country,facebook_url,fb_activity,instagram_url,linkedin_url,x_url,email_found_incidentally,confidence,notes
Faith Montessori Centre,Australia,https://www.facebook.com/FaithMontessoriCentre/,"388 likes, active community spotlight video referenced",,,,,high,Snippet confirms Royal Park SA location match
Montessori Children's Centre Seacliff,Australia,,,,,,mccseacliff@bigpond.com,low,No Facebook page found in search snippets; only directory/website listings surfaced
Montessori Manor,Australia,https://www.facebook.com/MontessoriManor/,,,,,,high,"Snippet explicitly tags Para Hills SA; other same-name pages (El Dorado Hills CA, Phoenix MD) excluded on location mismatch"
Early Learning Kinders (Sydenham),Australia,https://www.facebook.com/sydenhamearlylearningkinders/,"573 likes, 42 visits, active posts/videos",,,,,high,Snippet confirms Melbourne VIC matches Sydenham location
Heywood Early Learning Centre,Australia,https://www.facebook.com/Heywood-early-learning-centre-105451024321465/,,,,,,high,Given directly in Website column; no search performed
Montessori Beginnings – Hoppers Crossing,Australia,https://www.facebook.com/MBeginHoppersCrossing/,61 likes,,,,,medium,Separate page per location; distinct from unrelated Hoppers Crossing Montessori Centre business at same suburb
Montessori Beginnings – Mildura,Australia,https://www.facebook.com/MontessoriBeginningsMildura/,"1,145 likes, active videos/photos",,,,,high,Separate page per location confirmed Mildura VIC address match
Montessori Beginnings – Officer,Australia,https://www.facebook.com/MontessoriBeginningsOfficer/,"1,077 likes, 34 visits, active videos",,,,,high,Separate page per location confirmed Officer VIC match
Montessori Beginnings – Thomastown,Australia,https://www.facebook.com/MontessoriBeginningsThomastown/,"829 likes, active posts/videos",,,,,high,Separate page per location confirmed Thomastown VIC address match
Kids HQ,Australia,https://www.facebook.com/KidsHQPerth/,,,,,,high,Given directly in Website column; no search performed
Montessori Stepping Stones,Australia,,,,,,info@mss.edu.au,low,No Facebook page found in search snippets despite multiple queries; only directories/website surfaced
Orchard Montessori – Fremantle,Australia,https://www.facebook.com/Orchard-Montessori-Fremantle-918518324947326/,,,,,,high,Given directly in Website column; no search performed
Bright Scholars Academy,Canada,https://www.facebook.com/bsamontessori/,522 likes,https://www.instagram.com/bright_scholars_academy/,,https://twitter.com/brightscholars,,high,"Multiple similarly-named pages found (alt page, unrelated Sugar Land TX school); picked bsamontessori as primary match on likes + Mississauga tag"
Bright Scholars Montessori Caledon,Canada,https://www.facebook.com/BSMCaledon/,,,,,,high,Snippet explicitly tags Caledon ON; distinct page from Mississauga location
Enquiring Minds Montessori,Canada,https://www.facebook.com/enquiringmindsmontessori/,,,,,,high,Also has separate Enquiring Minds Montessori Casa FB page for Scarborough location; main page selected as best name match
Gatehouse Montessori School,Canada,,,https://www.instagram.com/gatehouse_montessori_school/,,,,low,No Facebook page found in search snippets; only Instagram confirmed
Golden Orchard Montessori School,Canada,https://www.facebook.com/goms.today/,,,,,,high,Page handle goms matches website domain goms.ca
Grace Christian Montessori School,Canada,https://www.facebook.com/p/Grace-Christian-Montessori-61567840130751/,,,,,,medium,A second FB page Newmarket Montessori Christian Academy also appeared (possible former/related name) but this one matches exact school name
Lakeridge Montessori School,Canada,https://m.facebook.com/profile.php?id=1154086161283284,,,,,,medium,Multiple FB page candidates found for same name (also pages/251175955424785); could not confirm which is currently active from snippets
Meadow Creek Montessori School - Bay campus,Canada,https://www.facebook.com/meadowcreekmontessori/,"posts visible, 337 likes, active page",https://www.instagram.com/meadowcreekmontessorischool/,,,,high,Shared/main FB page for all Meadow Creek campuses (Barrie ON); snippet mentions West campus post
Meadow Creek Montessori School - Calvary campus,Canada,https://www.facebook.com/meadowcreekmontessori/,"posts visible, 337 likes, active page",https://www.instagram.com/meadowcreekmontessorischool/,,,,high,Shared/main FB page for all Meadow Creek campuses
Meadow Creek Montessori School - Orillia campus,Canada,https://www.facebook.com/meadowcreekmontessori/,"posts visible, 337 likes, active page",https://www.instagram.com/meadowcreekmontessorischool/,,,,high,Shared/main FB page for all Meadow Creek campuses
Meadow Creek Montessori School - West campus,Canada,https://www.facebook.com/meadowcreekmontessori/,"posts visible, 337 likes, active page",https://www.instagram.com/meadowcreekmontessorischool/,,,,high,Shared/main FB page for all Meadow Creek campuses; snippet explicitly references West campus Grandparents Day post
Milestone Montessori,Canada,https://www.facebook.com/milestonemontessoricanada/,"posts visible (open house, activities), 541 likes",https://www.instagram.com/milestonemontessori/,,,,high,Page explicitly tagged Ajax ON; address matches 279 Kingston Rd E
