"school_name","country","facebook_url","fb_activity","instagram_url","linkedin_url","x_url","email_found_incidentally","confidence","notes"
"谷山善き牧者幼稚園","Japan","","","","","","","none","no FB presence found, only directory/portal listings"
"豆の木保育園","Japan","","","","","","","none","no FB presence found, only official site + directories"
"豊中モンテッソーリ研究所","Japan","https://www.facebook.com/toyonakamonte.skr.jp/","","","","","","high","matched by exact name, dedicated page + event post found"
"豊栄マリアこども園","Japan","","","","","","","none","no FB page found; only official site + unrelated マリア愛児園 page"
"貝塚カトリック幼稚園","Japan","","","https://www.instagram.com/kzmonte/","","","","medium","no FB found but Instagram @kzmonte matched by name"
"貢川幼稚園","Japan","","","","","","","none","no FB presence found, only official site + directories"
"賢明学院幼稚園","Japan","https://www.facebook.com/p/賢明学院幼稚園-100057849662031/","","","","","","high","matched by name+city (Sakai), 210 likes, Catholic kindergarten confirmed"
"赤い屋根保育園","Japan","","","","","","","none","no matching FB page, only similarly-named Sendai page (different school)"
"輝きベビー保育園 瑞江","Japan","https://www.facebook.com/kagayakihoiku/","","","","","","high","matched by name, page covers both Mizue+Shinozaki branches, Edogawa-ku"
"輝きベビー保育園 篠崎","Japan","https://www.facebook.com/kagayakihoiku/","","","","","","high","matched by name, page covers both Mizue+Shinozaki branches, Edogawa-ku"
"輝け未来保育園","Japan","","","","","","","none","no FB presence found, only official site + directories"
"逢谷内こども園","Japan","","","","","","","none","no FB presence found, only official site + city listing"
"道後聖母幼稚園","Japan","https://www.facebook.com/pages/道後聖母幼稚園/753634507982483/","","","","","","medium","FB page found by exact name, but snippet did not confirm city match"
"遠軽ひばり幼稚園","Japan","","","","https://www.instagram.com/engaru_hibari/","","","medium","no FB found but Instagram matched by name, region Hokkaido/Engaru confirmed"
"郡山ザベリオ学園幼稚園","Japan","","","https://www.instagram.com/koriyama_xaverio_youchien/","","","","medium","kindergarten-specific FB not found; sibling elementary school has FB, kindergarten has Instagram match"
"都城聖ドミニコ学園幼稚園","Japan","https://www.facebook.com/pages/聖ドミニコ学園幼稚園/632994063402552/","","https://www.instagram.com/dominico_youchien/","","","","medium","FB page name close match (聖ドミニコ学園幼稚園 vs full 都城聖ドミニコ学園幼稚園); Instagram exact match confirmed"
"野並保育園","Japan","https://www.facebook.com/pages/野並保育園/178745552262479/","","","","","","high","matched by exact name, Tenpaku-ku Nagoya"
"野辺地カトリック幼稚園","Japan","","","","","","","none","no FB presence found, only official site + directories"
"釧路ひばり幼稚園","Japan","https://www.facebook.com/pages/釧路ひばり幼稚園/109436099205529/","active posts about English program collaboration","","","","","high","matched by exact name+city, active posts found (ASK English program)"
"釧路カトリック幼稚園","Japan","https://www.facebook.com/pages/釧路カトリック幼稚園/300252194175971/","","","","","","high","matched by exact name, Kushiro"
"釧路聖母幼稚園","Japan","","","","","","","none","no FB presence found (note: city field is garbled descriptor for Hakodate area but school itself is in Kushiro); only official site + directories"
"鈴蘭幼稚園","Japan","https://www.facebook.com/suzuran.kodomoen/","","","","","","high","matched by name+city, Gunma Medical Welfare University affiliated kodomoen in Maebashi"
"銀のすず保育園","Japan","","","","","","","none","no FB match; similarly named 銀の鈴保育園 (different kanji for すず) found but not confirmed same school"
"銀嶺幼稚園","Japan","https://www.facebook.com/ghinrei/","","","","","","high","matched by name+ward (Kanagawa-ku Yokohama), 191 likes, active page"
"長尾聖母幼稚園","Japan","https://www.facebook.com/pages/長尾聖母幼稚園/1959833927584614/","","","","","","high","matched by exact name"
"長岡天使・聖母幼稚園","Japan","","","","","","","none","no FB presence found, only official site + directories"
"長崎信愛幼稚園","Japan","https://www.facebook.com/pages/長崎信愛幼稚園/1280910268696060/","","","","","","high","matched by exact name, Nagasaki"
"関町白百合幼稚園","Japan","https://www.facebook.com/pages/関町白百合幼稚園/278874622257200/","","","","","","high","matched by exact name+ward (Nerima); also found parent org page"
"阿久和小規模保育園","Japan","","","","","","","none","no FB presence found, only official site + directories"
"阿南聖母幼稚園","Japan","https://www.facebook.com/100075795387146/","","","","","","high","matched by exact name+city (Anan-shi Tokushima)"
"雪の聖母幼稚園","Japan","","","","","","","none","no FB presence found, only official site + directories"
"青井保育園","Japan","","","","","","","none","no FB presence found, common name; only ward office FB pages returned"
"青梅保育園","Japan","","","","","","","none","no FB presence found, only official site + directories"
"青森藤こども園","Japan","","","","","","","medium","no dedicated school FB page but matched via 3rd-party art studio event posts naming the school + program (ピッコロクラブ), confirms activity"
"青葉はるまち保育園","Japan","","","","","","","none","no FB presence found, only official site + directories"
"青葉やまと保育園","Japan","","","","","","","none","no FB presence found, only official site + directories"
"青葉保育園","Japan","https://www.facebook.com/pages/青葉保育園/275510802492281/","","","","","","medium","FB page found by exact name but common name, city (Narashino) not confirmed in snippet"
"青葉保育園","Japan","https://www.facebook.com/pages/青葉保育園/152049291491635/","","","","","","medium","FB page found by exact name but common name, city (Nakagawa-shi) not confirmed in snippet"
