"school_name","country","facebook_url","fb_activity","instagram_url","linkedin_url","x_url","email_found_incidentally","confidence","notes"
"Escola Graduada de Sao Paulo","United States","https://www.facebook.com/profile.php?id=115541811793198","","","","","","high","Confirmed match - page titled 'Escola Graduada de Sao Paulo' as School; alt page 'Associação Escola Graduada de São Paulo' also found (parent association name)"
"Escola Happy House","Brazil","https://www.facebook.com/p/Escola-Happy-House-100045538398637/","","","","","","high","Page title explicitly says São Bernardo do Campo SP"
"Escola Internacional Saci","Brazil","https://m.facebook.com/profile.php?id=144102189009604","","","","","","high","Page explicitly labeled Juiz de Fora, MG, Brazil - School"
"Escola M. Montessori 21","Brazil","https://www.facebook.com/M.Montessori21/","","","","","","high","Page title says Belém PA, matches website montessori21.com.br"
"Escola Maria Montessori","Brazil","https://www.facebook.com/escolamariamontessoridf/","","","","","","high","Page slug 'escolamariamontessoridf' (df=Distrito Federal/Brasília) confirms location; multiple other same-named schools in other cities excluded"
"Escola Monteiro Lobato","Brazil","https://www.facebook.com/EscolaMonteiroLobatoSJC/","","","","","","high","Page slug 'SJC' (São José dos Campos) matches; other same-named schools in other cities excluded"
"Escola Montessori Saber Viver","Brazil","https://www.facebook.com/escolamontessorisaberviver/","","","","","","high","Page title explicitly says Balneário Camboriú SC"
"Escola Montessori Semear","Brazil","https://www.facebook.com/escolamontessorisemear/","","","","","","high","Page title explicitly says Sorocaba SP"
"Escola Montessori de Campinas","Brazil","https://www.facebook.com/montessoricampinas/","","","","","","high","Page name and slug 'montessoricampinas' confirm Campinas location"
"Escola Montessoriana de Osasco","Brazil","https://www.facebook.com/montessorianadeosasco/","","","","","","high","Page slug 'montessorianadeosasco' directly matches school name and city"
"Escola Natureza","Brazil","https://www.facebook.com/naturezaescola/","","","","","","high","Page confirmed Salvador BA, Montessori-based, ~30 years established; other same-named schools (Cotia, Natureza Viva) excluded"
"Escola O Mundo do Peteleco - CEMP","Brazil","https://www.facebook.com/peteleco.cemp/","","","","","","high","Page slug 'peteleco.cemp' directly matches school name and CEMP acronym"
"Escola Recanto do Pequeno Príncipe","Brazil","https://m.facebook.com/profile.php?id=359457637465945","","","","","","high","Page explicitly labeled Juàzeiro, BA, Brazil; distinguished from same-named Colégio in Aracaju SE which was excluded"
"Escola Upaon-Açu","Brazil","https://www.facebook.com/280438838796917","","","","","","medium","Page titled 'Escola Upaon-Açu - Home' but city not explicitly confirmed in snippet; name is distinctive (Upaon-Açu is indigenous name for São Luís) so likely correct match"
"Escola da Criança Ativa","Brazil","https://www.facebook.com/escola.criancaativa/","","","","","","high","Montessori school founded 1988, Rua Dom Pedro II, Jequié BA; distinguished from same-named school in Arraial d'Ajuda/Porto Seguro BA"
"Escola de Educação Infantil Usina Pedagógica","Brazil","https://www.facebook.com/usinapedagogica/","","","","","","high",""
"Escola de Ensino Fundamental Constructor","Brazil","https://www.facebook.com/EscolaConstructor/","","","","","","high",""
"Escuela Adrianne Serrano","United States","https://www.facebook.com/montessori.as.vieques/","","","","","","high","Page named Montessori Adrienne Serrano, location Vieques matches"
"Escuela Cintli Montessori","Mexico","https://www.facebook.com/escuelacintlimontessori/","","","","","","high",""
"Escuela Montessori Coccon","Argentina","","","https://www.instagram.com/colegiomontessorifunes/?hl=es","","","","none","No direct FB match for Cocoon; IG found belongs to a different Funes school (Colegio Montessori Funes)"
"Escuela Montessori El Rincon Infantil","Mexico","https://www.facebook.com/montessorielrinconinfantil/","","","","","","high","Also see Comunidad Educativa María Montessori - El Rincón Infantil page, same school network in Querétaro"
"Escuela Montessori Itard y Seguin","Mexico","https://www.facebook.com/itardyseguin/","","https://www.instagram.com/montessori_itard_y_seguin/","","","","high",""
"Escuela Montessori de Valparaíso","Chile","","","","","https://x.com/montessorivalpo","","medium","FB page not directly found in results; X account confirmed matching name/location"
"Escuela del Alba","Argentina","https://www.facebook.com/elAlbahabla/","","","","","","high","Page name elAlbahabla, located Lincoln, matches school"
"Escuela del Alba Montessori Junín","Argentina","","","","","","","none","Junín is a 2025 expansion of the Lincoln school; no dedicated FB page found for Junín branch specifically"
"Escuela del Pueblo Trabajador-Método Montessori","United States","https://www.facebook.com/EscuelaPuebloTrabajador/","","","","","","high","FB listing shows San Juan but address serves Trujillo Alto"
"Espaço Montessori Niel","Brazil","","","https://www.instagram.com/espacomontessoriniel/","","","","none","No matching facebook.com page found; only Instagram and website"
"Especially for Children/Indian Harbour Montessori","United States","https://www.facebook.com/EFCIHM/","","","","","","high","Also facebook.com/pages/Indian Harbour Montessori/597770997396823/ as secondary page"
"Esteem Me Montessori & Creative Play","United States","","","","","","","none","Only an incidental mention on another business's (Waverly Place NC) Facebook page; no dedicated school page found"
"Etonkids Bilingual Kindergarten – Central Park","United States","","","","","","","none","No campus-specific FB page found; only found parent brand pages (Etonkids Educational Group, Eton Kids Beijing) not specific to Central Park campus"
"Etonkids Bilingual Kindergarten – Palm Springs","United States","","","","","","","none","No campus-specific FB page found; same Etonkids Educational Group brand page appears but not campus-specific; AMS directory confirms campus exists"
"Etonkids Bilingual Kindergarten – Peking House","United States","","","","","","","none","No campus-specific FB page found; only generic Etonkids Educational Group brand page surfaced"
"Etonkids International Kindergarten – Lido Campus","United States","","","","","","","none","No campus-specific FB page found; Good Schools Guide and beijing-kids.com list the campus but no dedicated Facebook page located"
"Etonkids International Kindergarten-Trade","United States","","","","","","","none","No campus-specific FB page found; only generic Etonkids Educational Group brand page surfaced, campus referred to as Global Trade Mansion (GTM)"
"Eunsung Montessori Kindergarten","United States","","","","","","","none","No Facebook page found for this specific school in Gwangju; searches only returned unrelated Eunsung-named companies and other Korean Montessori schools"
"Evergreen Montessori Academy","United States","https://www.facebook.com/p/Evergreen-Montessori-Academy-100078194851581/","","","","","","high","Matches name + South Ogden/Ogden UT location; other sources note school listed as closed as of 2025 but FB page URL is a clear match"
"Evolution International School","Egypt","https://www.facebook.com/EvolutionLVNG/","","https://www.instagram.com/evolutionlvng/","https://www.linkedin.com/company/eisng","","","high","Clear match - Evolution International School NewGiza, Cairo/Alex Desert Rd, 6th October City; Montessori early years program confirmed"
"Experience Learning Center","United States","","","","","","","none","No matching FB page found for Wilton Manors FL location; search returned only unrelated franchise pages"
"Exploring Minds Montessori","Zimbabwe","","","","","","","none","No FB page found for Harare/Belvedere location; search surfaced same-named Montessori schools in Cape Town and Los Angeles but not Zimbabwe"
"Fair View","United States","","","","","","","none","No school-specific FB page found; generic community page exists but does not clearly represent the school itself"
"Fayette Montessori School","United States","https://www.facebook.com/FayetteMontessori/","","","","","","high","Clear match - Fayette Montessori School, Fayetteville GA, 1253 likes on FB page"
"Felice Kids Garden","Japan","","","","","","","none","No FB page found; official site ohka-felice.jp and other directories found but no dedicated Facebook page located"
"First Steps Montessori School","United States","https://www.facebook.com/pages/First-Steps-Montessori-School/1530555127190036","","","","","","medium","Plausible match for Houston location but search snippet did not explicitly confirm Houston; a same-named page in Tsukuba Japan also exists so some ambiguity remains"
"Five Star Montessori","United States","https://www.facebook.com/FiveStarWestHouston/","","","","","","medium","Multiple Houston-area campuses (West Houston, Katy); West Houston listed as closest match to plain 'Houston' in GreatSchools"
"Flossmoor Montessori School","United States","https://www.facebook.com/flossmoormontessori/","","","","","","high",""
"Forest Drive Montessori","United States","https://www.facebook.com/p/Forest-Drive-Montessori-100076448814491/","","","","","","high",""
"Fort Worth Montessori School","United States","https://www.facebook.com/FortWorthMontessori/","","","","","","high","Distinct from similarly named 'Montessori School of Fort Worth'"
