"school_name","country","facebook_url","fb_activity","instagram_url","linkedin_url","x_url","email_found_incidentally","confidence","notes"
"社中央第二こども園","Japan","","","","","","","none","No FB page found in results; official site y-c-h.com only"
"祗園こども園","Japan","","","","","","","none","No matching FB page found; city Miyazaki-shi results unrelated"
"神宮寺モンテッソーリスクール","Japan","","","","","","","none","No FB page found; only institutional montessorischool.jp site"
"神山認定こども園","Japan","https://www.facebook.com/pages/%E7%A5%9E%E5%B1%B1%E8%AA%8D%E5%AE%9A%E3%81%93%E3%81%A9%E3%82%82%E5%9C%92/1987469764816902/","unknown","","","","","high","Exact name match FB page found"
"神戸海星女子学院マリア幼稚園","Japan","https://www.facebook.com/pages/%E7%A5%9E%E6%88%B8%E6%B5%B7%E6%98%9F%E5%A5%B3%E5%AD%90%E5%AD%A6%E9%99%A2%20%E3%83%9E%E3%83%AA%E3%82%A2%E5%B9%BC%E7%A8%9A%E5%9C%92/307059410109629/","unknown","https://www.instagram.com/mariayouchien/","","","","high","Exact name match FB page; official Instagram also found"
"福山暁の星こども園","Japan","","","https://www.instagram.com/akenohoshi_yochien_fukuyama/","","","","none","No FB page found; Instagram found incidentally"
"福島めばえ幼稚園東サークル","Japan","","","","","","","none","No FB page found; official site mebae-k.ed.jp only"
"福津いくみ保育園","Japan","https://www.facebook.com/pages/%E7%A6%8F%E6%B4%A5%20%E3%81%84%E3%81%8F%E3%81%BF%E4%BF%9D%E8%82%B2%E5%9C%92/108414460623388/","unknown","","","","","high","Exact name match FB page, confirmed Fukutsu location facility"
"第2どろんこ夜間保育園","Japan","https://www.facebook.com/doronkoyakan/","unknown","","","","","high","Facebook page confirms Fukuoka-shi (Hakata-ku) night nursery matching name"
"第2マリア園","Japan","","","","","","","none","No FB page found; only city Ginowan general results"
"第二コスモス幼稚園","Japan","https://www.facebook.com/pages/%E7%AC%AC%E4%BA%8C%E3%82%B3%E3%82%B9%E3%83%A2%E3%82%B9%E5%B9%BC%E7%A8%9A%E5%9C%92/324021281728917/","unknown","","","","","high","Exact name match FB page found"
"第二勝田保育園","Japan","https://www.facebook.com/pages/%E7%AC%AC%E4%BA%8C%E5%8B%9D%E7%94%B0%E4%BF%9D%E8%82%B2%E5%9C%92/1405538729503461/","unknown","","","","","high","Exact name match FB page found"
"第二椎の実子供の家","Japan","","","https://www.instagram.com/shiinomi_ibasho/","","","","none","No FB page found; sister facility Instagram found incidentally"
"米本幼稚園","Japan","https://www.facebook.com/p/%E5%AD%A6%E6%A0%A1%E6%B3%95%E4%BA%BA%E9%AB%98%E5%B6%8B%E5%AD%A6%E5%9C%92-%E8%AA%8D%E5%AE%9A%E3%81%93%E3%81%A9%E3%82%82%E5%9C%92%E7%B1%B3%E6%9C%AC%E5%B9%BC%E7%A8%9A%E5%9C%92-100057312857010/","unknown","","","","","high","Exact match FB page, confirmed Yachiyo-shi Chiba location in title"
"精華聖マリア幼稚園","Japan","","","","","","","none","No matching FB page; other Maria kindergartens found are different schools"
"糸魚川カトリック天使幼稚園","Japan","","","","","","","none","No FB page found; official site itoigawatenshi.ed.jp only"
"紋別藤幼稚園","Japan","","","","","","","none","No FB page found; only directory/official listings"
"純心幼稚園","Japan","https://www.facebook.com/pages/%E7%B4%94%E5%BF%83%E5%B9%BC%E7%A8%9A%E5%9C%92/205937679540115/","unknown","","","","","medium","Name matches but Nagasaki-shi location not explicitly confirmed in snippet; multiple same-name schools exist"
"純心幼稚園","Japan","","","","","","","none","Same FB URL as Nagasaki-shi row appeared but no Satsumasendai-specific confirmation; likely wrong match, not counted"
"網走藤幼稚園","Japan","https://www.facebook.com/pages/%E7%B6%B2%E8%B5%B0%E8%97%A4%E5%B9%BC%E7%A8%9A%E5%9C%92/280473845412911","unknown","","","","","high","Exact name match, Abashiri-shi confirmed in title"
"緑が丘こひつじ保育園","Japan","https://m.facebook.com/100064210114405","unknown","","","","","high","Official FB page confirmed by Yachiyo-shi social welfare council post"
"緑が丘エンゼルホーム","Japan","","","","","","","none","No FB page found; directory listings only"
"美しが丘こどもの家","Japan","","","","","","","none","No FB page found; official site utsukusigaoka-kodomonoie.com only"
"聖アントニオ幼稚園","Japan","https://www.facebook.com/pages/%E8%81%96%E3%82%A2%E3%83%B3%E3%83%88%E3%83%8B%E3%82%AA%E5%B9%BC%E7%A8%9A%E5%9C%92/129001861077182/","unknown","","","","","high","Exact name match FB page found"
"聖アンナこどもの家","Japan","https://www.facebook.com/pages/%E8%81%96%E3%82%A2%E3%83%B3%E3%83%8A%E3%81%93%E3%81%A9%E3%82%82%E3%81%AE%E5%AE%B6/101494283739444/","unknown","","","","","high","Exact name match FB page found, matches Machida-shi Montessori facility"
"聖イリナ・モンテッソーリスクールこどもの家","Japan","https://www.facebook.com/people/%E8%81%96%E3%82%A4%E3%83%AA%E3%83%8A%E3%83%A2%E3%83%B3%E3%83%86%E3%83%83%E3%82%BD%E3%83%BC%E3%83%AA%E3%82%B9%E3%82%AF%E3%83%BC%E3%83%AB%E3%81%93%E3%81%A9%E3%82%82%E3%81%AE%E5%AE%B6/100094007407289/","unknown","","","","","high","Exact FB page confirms Fuchu Tokyo location + phone matches"
"聖カタリナ大学短期大学部附属幼稚園","Japan","","","","","","","none","No FB page found for the kindergarten itself; only parent university FB page found"
"聖カタリナ幼稚園","Japan","https://www.facebook.com/pages/%E8%81%96%E3%82%AB%E3%82%BF%E3%83%AA%E3%83%8A%E5%B9%BC%E7%A8%9A%E5%9C%92/530499183664722/","unknown","","","","","medium","Name matches but Okazaki-shi location not explicitly confirmed in snippet"
"聖クララ幼稚園","Japan","https://www.facebook.com/pages/%E8%81%96%E3%82%AF%E3%83%A9%E3%83%A9%E5%B9%BC%E7%A8%9A%E5%9C%92/177623045624394/","unknown","","","","","medium","Name matches; Oura-gun location not explicitly confirmed in snippet"
"聖クララ幼稚園","Japan","https://www.facebook.com/pages/%E8%81%96%E3%82%AF%E3%83%A9%E3%83%A9%E5%B9%BC%E7%A8%9A%E5%9C%92/292755254487923/","unknown","","","","","medium","Different FB page ID from the Oura-gun row; Iida-shi location not explicitly confirmed in snippet"
"聖クリストファ幼稚園","Japan","https://www.facebook.com/pages/%E8%81%96%E3%82%AF%E3%83%AA%E3%82%B9%E3%83%88%E3%83%95%E3%82%A1%E5%B9%BC%E7%A8%9A%E5%9C%92/377910239254318/","unknown","","","","","high","Exact name match; second result confirms school corporation name matches Sendai"
"聖テレジアこども園","Japan","","","","","","","none","No FB page found; official site st-terezia.jp only"
"聖ドミニコ学園幼稚園","Japan","https://www.facebook.com/pages/%E8%81%96%E3%83%89%E3%83%9F%E3%83%8B%E3%82%B3%E5%AD%A6%E5%9C%92%E5%B9%BC%E7%A8%9A%E5%9C%92/632994063402552/","unknown","","","","","high","Exact name match FB page found, matches Setagaya school"
"聖ドミニコ学院京都幼稚園","Japan","https://www.facebook.com/pages/%E8%81%96%E3%83%89%E3%83%9F%E3%83%8B%E3%82%B3%E5%AD%A6%E9%99%A2%E4%BA%AC%E9%83%BD%E5%B9%BC%E7%A8%9A%E5%9C%92/108605289658759/","unknown","","","","","high","Exact name match FB page found, includes Kyoto in name"
"聖ドミニコ学院北仙台幼稚園","Japan","","","","","","","none","No FB page found; only official site k-kind.dominic.ac.jp and directories"
"聖ドミニコ学院幼稚園","Japan","","","","","","","none","No FB page found; only official site t-kind.dominic.ac.jp and directories"
"聖パウロこども園","Japan","","","","","","","none","No FB page found; official site seipaurokodomoen.jp only"
"聖パトリック幼稚園","Japan","https://www.facebook.com/pages/%E8%81%96%E3%83%91%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%B9%BC%E7%A8%9A%E5%9C%92/373412972735143/","unknown","","","","","high","Exact name match FB page found"
"聖フランソア幼稚園","Japan","https://www.facebook.com/pages/%E8%81%96%E3%83%95%E3%83%A9%E3%83%B3%E3%82%BD%E3%82%A2%E5%B9%BC%E7%A8%9A%E5%9C%92/170263409830291/","unknown","","","","","high","Exact name match FB page found"
"聖マタイ幼稚園","Japan","https://www.facebook.com/pages/%E8%81%96%E3%83%9E%E3%82%BF%E3%82%A4%E5%B9%BC%E7%A8%9A%E5%9C%92/412353962490088/","unknown","","","","","high","Exact name match FB page found, matches Tomigusuku location"
"聖マリアの園幼稚園","Japan","https://www.facebook.com/pages/%E8%81%96%E3%83%9E%E3%83%AA%E3%82%A2%E3%81%AE%E5%9C%92%E5%B9%BC%E7%A8%9A%E5%9C%92/1797439303880793/","unknown","","","","","high","Exact name match FB page found, matches Kobe location"
"聖マリア幼稚園","Japan","","","","","","","none","Multiple same-named schools found (Numazu/Fukuchiyama/Sekime); none confirmed for Chikusa-ku Nagoya"
"聖マリア幼稚園","Japan","","","","","","","none","Multiple same-named schools found; none confirmed for Niihama-shi"
"聖マルコ保育園","Japan","https://www.facebook.com/pages/%E8%81%96%E3%83%9E%E3%83%AB%E3%82%B3%E4%BF%9D%E8%82%B2%E5%9C%92/1928358380730671/","unknown","","","","","high","Exact name match FB page found, matches Tomigusuku location"
"聖マルチン幼稚園","Japan","","","","","","","none","No FB page found; official site st-martin.jp only"
"聖ヤコブ保育園","Japan","","","","","","","none","No FB page found; directory/news listings only"
"聖ヨゼフこども園","Japan","","","","","","","none","No FB page found for this specific facility; only unrelated 聖ヨゼフ館/幼稚園 pages"
"聖ヨゼフ幼稚園","Japan","https://www.facebook.com/pages/%E8%81%96%E3%83%A8%E3%82%BC%E3%83%95%E5%B9%BC%E7%A8%9A%E5%9C%92/297118140304209/","unknown","","","","","medium","Same FB URL surfaced for both Kanazawa-shi and Kitakyushu-shi queries; location ambiguous, cannot disambiguate which city this belongs to"
"聖ヨゼフ幼稚園","Japan","https://www.facebook.com/pages/%E8%81%96%E3%83%A8%E3%82%BC%E3%83%95%E5%B9%BC%E7%A8%9A%E5%9C%92/297118140304209/","unknown","","","","","medium","Same FB URL surfaced for both Kanazawa-shi and Kitakyushu-shi queries; location ambiguous, cannot disambiguate which city this belongs to"
"聖ルカ幼稚園","Japan","https://www.facebook.com/pages/%E8%81%96%E3%83%AB%E3%82%AB%E5%B9%BC%E7%A8%9A%E5%9C%92/159730644150576/","unknown","","","","","medium","Name matches but Obama-shi location not explicitly confirmed in snippet; distinct from Tomakomai variant"
"聖和保育園","Japan","","","","","","","none","No FB page found; official site tolly.jp/seiwa only"
"聖和幼稚園","Japan","","","","","","","none","Multiple same-named schools found (Sendai/Ube/Kobe); none confirmed for Shimabara-shi"
"聖園幼稚園","Japan","https://www.facebook.com/fukuyama.misono/","unknown","","","","","high","FB page title explicitly states Fukuyama-shi Hiroshima, exact location match"
"聖家族幼稚園","Japan","https://www.facebook.com/pages/%E8%81%96%E5%AE%B6%E6%97%8F%E5%B9%BC%E7%A8%9A%E5%9C%92/397425040644761/","unknown","","","","","medium","Name matches but Nantan-shi location not explicitly confirmed in snippet"
"聖徳保育園","Japan","https://www.facebook.com/pages/%E8%81%96%E5%BE%B3%E4%BF%9D%E8%82%B2%E5%9C%92/516687155386574/","unknown","","","","","medium","Plain name page found (distinct from 森山聖徳保育園 variant); Takahagi-shi location not explicitly confirmed in snippet"
"聖心ウルスラ学園付属幼稚園","Japan","https://ja-jp.facebook.com/seishinursula/","unknown","","","","","high","Official FB page confirmed via directory link, matches Nobeoka-shi Ursuline school"
