school_name,country,facebook_url,fb_activity,instagram_url,linkedin_url,x_url,email_found_incidentally,confidence,notes
Miniapple International Montessori – Minneapolis,United States,https://www.facebook.com/MiniappleMontessori/,active - 14680 likes,,,,,high,
Midtown Montessori School,United States,https://www.facebook.com/MemphisMontessori/,,https://www.instagram.com/midtownmontessorimemphis/,,,,high,school reported closed 2026
Meeting House Montessori School,United States,https://www.facebook.com/MeetingHouseMontessori/,282 likes,,,,,high,
Mary Seat of Wisdom Catholic Montessori School,United States,https://www.facebook.com/mswmontessori/,,https://www.instagram.com/msw_montessori/,,,,high,snippet indicates school may be closing
Marblue Montessori Academy,United States,,,,,,,,"not found - snippets show closed ""Marblue Montessori Academy"" Hollywood (Yelp) as CLOSED; distinct nearby ""Marware Montessori Academy"" 2230 Hollywood Blvd has no FB page in snippets"
Maple Knoll Montessori Child Center,United States,https://www.facebook.com/MapleKnollChildCenter/,,,,,,high,center reported permanently closed after 2022-2023 school year
Maple Lawn Montessori,United States,https://www.facebook.com/mlm.laurel/,,https://www.instagram.com/mlm.laurel/,https://www.linkedin.com/company/maple-lawn-montessori,,director@maplelawnchildcare.com,high,"page name is ""Maplelawn Childcare"""
Little London Montessori,United States,https://www.facebook.com/LittleLondonMontessori/,209 likes,https://www.instagram.com/littlelondoneg/,,,,high,
Litchfield Montessori School,United States,https://www.facebook.com/litchfieldmontessori/,648 likes,,,,,high,
LiMai Montessori Academy-RSM,United States,https://www.facebook.com/lmarsm/,,,,,,high,"page name ""LiMai Montessori Academy- RSM Campus"""
Lily Montessori,United States,,,https://www.instagram.com/thewellbelmar/,,,,low,"business appears rebranded to ""The Well Belmar"" facebook.com/LilyMontessoriBelmar/ - name/branding mismatch, not recorded as confident match"
Lighthouse Academy of Fredericksburg,United States,https://www.facebook.com/Lighthouse-Academy-of-Fredericksburg-470238489663337/,,https://www.instagram.com/lighthouse_academy/,,,,medium,alternate page also found at facebook.com/1553517838272006
Liberty Montessori: The Place for Learning,United States,https://www.facebook.com/ThePlaceForLearning/,92 likes,,,,,high,"page named ""The Place for Learning"""
Lewis Center Montessori Village,United States,,,,,,,,not found - no matching FB page in snippets (related but distinct orgs only)
Lehigh Valley Montessori School,United States,https://www.facebook.com/lehighvalleymontessori/,93 likes,https://www.instagram.com/lehighvalleymontessori/,,,,high,
LEAP International Montessori School,United States,https://www.facebook.com/LEAPInternationalMontessoriSchool/,990 likes,,,,,high,
Lakeview Montessori on the Hill,United States,https://www.facebook.com/people/Lakeview-Montessori-on-the-Hill/61581329354149/,,,,,,medium,
La Tribu,United States,https://www.facebook.com/LaTribuRural/,,https://www.instagram.com/latriburural/,,,,high,"page name ""La Tribu Rural"""
Kingswood Montessori Academy,United States,https://www.facebook.com/kingswoodmontessoriacademy/,,https://www.instagram.com/kingswoodmontessoriacademy/,,,kingswoodacademy@gmail.com,high,
Kingdom Kids Montessori Inc.,United States,,,,,,,,not found - no clearly matching FB page in snippets
Kinderhouse Montessori School – Rancho Bernardo – Endeavor,United States,https://www.facebook.com/Kinderhousemontessorischool/,,,,,,medium,shared brand FB page covers all Kinderhouse San Diego campuses
Kinderhouse Montessori School – Sorrento Valley – Endeavor,United States,https://www.facebook.com/Kinderhousemontessorischool/,538 likes,https://www.instagram.com/kinderhouse_montessori/,,,,medium,shared brand FB page covers all Kinderhouse San Diego campuses
Kinderhouse Montessori School – Endeavor,United States,https://www.facebook.com/Kinderhousemontessorischool/,538 likes,https://www.instagram.com/kinderhouse_montessori/,,,,medium,shared brand FB page covers all Kinderhouse San Diego campuses
Jonestown Family Center,United States,https://www.facebook.com/JonestownFC/,,,,,,low,possible alternate at facebook.com/pages/Jonestown%20Family%20Center/649854531713975/; uncertain which is current
International Montessori House of Children – Hart Lane,United States,https://www.facebook.com/internationalmontessorihouseofchildrenaustin/,,,,,juju@internationalmontessori.net,medium,alternate page m.facebook.com/International-Montessori-House-Of-Children-158723457495330/ also seen
International Children's House,United States,https://www.facebook.com/INTERCHILDHOUSE/,,,,,,high,website column itself was facebook.com/INTERCHILDHOUSE/
Indiana Montessori Academy,United States,https://www.facebook.com/IndianaMontessoriAcademy/,612 likes,https://www.instagram.com/imamontessori/,,,,high,
In As Much Early Childhood Education Center,United States,,,,,,,,not found - no matching org located in snippets
Hope Montessori School,United States,https://www.facebook.com/p/Hope-Montessori-The-Woodlands-100057615812288/,,,,,hopemontessori@hotmail.com,medium,multiple similarly-named FB pages exist for this school; this is the most recent/likely active one
Highlawn Montessori School,United States,https://www.facebook.com/p/Highlawn-Montessori-100070862961806/,175 likes,,,,,high,
High Desert Montessori,United States,https://www.facebook.com/HighDesertMontessori/,695 likes,https://www.instagram.com/highdesertmontessori/,,,,high,
Heritage Montessori School – Newport Mesa – Endeavor,United States,https://www.facebook.com/heritagenewport/,292 likes,,,,,high,
Heritage Montessori School-Lake Forest-Endeavor,United States,https://www.facebook.com/heritagemontessori/,,,,,,high,
Heritage Montessori School-Newport Beach-Endeavor,United States,https://www.facebook.com/heritagenewport/,292 likes,,,,,high,duplicate of Newport Mesa campus - same FB page (Costa Mesa address)
Heritage Montessori School,United States,https://www.facebook.com/p/Heritage-Montessori-School-100030548366266/,,,,,,low,"generic name; multiple unrelated ""Heritage Montessori"" FB pages exist nationwide (Ridgecrest CA, Glendale AZ, Big Lake MN, Guice GA) - could not confirm which matches Red Bank TN"
Heartwood Montessori School,United States,https://www.facebook.com/heartwoodmontessorischool/,,,,https://x.com/hwmontessori,,medium,school may have closed 2024 per snippet
Hebrew Academy,United States,https://www.facebook.com/HebrewAcademyTampaBay/,178 likes,https://www.instagram.com/hebrewacademytampabay/,,,,high,also facebook.com/hebrewacademyoftampa/ (578 likes)
Heartland Montessori Pre-School and Day care centre,United States,https://www.facebook.com/heartland.montessori/,,,,,,low,"location listed as Kathmandu in input but is a US-listed row; snippet FB page is generic ""Heartland Montessori"" not confirmed Kathmandu-specific"
Heartland Montessori Preschool,United States,https://www.facebook.com/heartland.montessori/,,,,,info@heartlandmontessoripreschool.com,medium,Omaha NE location
Heart Centered Montessori,United States,https://www.facebook.com/profile.php?id=61572463890223,,https://www.instagram.com/heartcenteredmontessori/,,,,high,
Hayfield Montessori School,United States,https://www.facebook.com/hayfieldmontessori/,,,https://www.linkedin.com/company/hayfield-montessori-school,,,medium,alternate page facebook.com/273265302883183 also found
Harvest Montessori: An Urban Farm School,United States,,,,,,,,not found - school reported closed; no FB page in snippets
Harmony Day Montessori School,United States,https://www.facebook.com/HarmonyDayMontessoriSchool/,,,,,,high,
Hampton Roads International Montessori School,United States,,,https://www.instagram.com/hrimontessorischool/,https://www.linkedin.com/company/hampton-roads-international-montessori-school,,,low,directory listing confirms FB exists but no direct URL found in snippets
Guidepost Montessori Museum Mile,United States,https://www.facebook.com/guidepostmuseummile/,880 likes,,,,,high,campus-specific page
Guidepost Montessori at Spruce Tree,United States,https://www.facebook.com/stguidepost/,1002 likes,,,,,high,campus-specific page
Guidepost Montessori at Parker,United States,https://www.facebook.com/guidepostmontessoriparker/,,https://www.instagram.com/guidepostmontessoriparker/,,,,high,campus-specific page; note some snippets mention Guidepost closing Colorado locations
Guidepost Montessori at Naples,United States,https://www.facebook.com/people/Guidepost-Montessori-at-Naples/100076144304961/,36 likes,https://www.instagram.com/guidepostmontessori.naples/,,,,high,campus-specific page; school listed as CLOSED on Yelp
Guidepost Montessori at O'Fallon,United States,https://www.facebook.com/people/Guidepost-Montessori-at-OFallon/100041169323429/,544 likes,,,,,high,campus-specific page; school listed as CLOSED on Yelp
Guidepost Montessori at Marlborough,United States,https://www.facebook.com/GuidepostMarlborough/,578 likes,https://www.instagram.com/guidepostmarlborough/,,,,high,campus-specific page
Guidepost Montessori at Mill Valley,United States,https://www.facebook.com/p/Guidepost-Montessori-at-Mill-Valley-61554779396106/,,,,,,high,campus-specific page
Guidepost Montessori at Lake Norman,United States,https://www.facebook.com/guidepostlakenorman/,,,,,,high,campus-specific page; school listed as CLOSED on Yelp
Guidepost Montessori at Las Flores,United States,https://www.facebook.com/guidepostlasflores/,,,,,,high,campus-specific page; school listed as CLOSED on Yelp
Guidepost Montessori at Cranbury,United States,https://www.facebook.com/p/Guidepost-Montessori-at-Cranbury-100063707252458/,502 likes,,,,,high,campus-specific page; school listed as CLOSED on Yelp
