"school_name","country","facebook_url","fb_activity","instagram_url","linkedin_url","x_url","email_found_incidentally","confidence","notes"
"モンテッソーリぬまたこどもの家","Japan","","","","","","","none","No FB found; has own website numatakodomonoie.jimdofree.com"
"モンテッソーリの子育て浦和教室","Japan","","","","","","","none","No FB found; official site urawamonte.jp"
"モンテッソーリスクール　 カサデバンビーニ","Japan","https://www.facebook.com/casadeibambini.kanazawa/","","","","","","high","Confirmed Kanazawa Montessori school, name+location match"
"モンテッソーリバースセンターなごや","Japan","","","","","","","none","No FB found"
"モンテッソーリ・エレメンタリー スクール北九州","Japan","https://www.facebook.com/kokura.montessori","","","","","","medium","Facebook result for Casa dei Bambini Kokura may be a related/sister school, not confirmed exact match to MEK"
"モンテッソーリ・スクールひまわり子どもの家 行徳校","Japan","","","","","","","none","No FB found; official site montessori-himawari.com"
"モンテッソーリ世田谷子供の家","Japan","","","","","","","none","No FB found"
"モンテッソーリ光の子","Japan","","","","","","","none","No FB found; official site hikarinoko.ed.jp"
"モンテッソーリ子ども研究所附属サクランボこどもの家","Japan","","","","","","","none","No FB found"
"モンテッソーリ学園前こどもの家保育園","Japan","","","","","","","none","No FB found; official site monte-hoiku.com"
"モンテッソーリ学芸大学子どもの家","Japan","","","","","","","none","No FB found; official site montessori-gaku.net"
"モンテッソーリ教室「こどもの家」","Japan","","","","","","","none","No FB found; ambiguous generic name in Kitakyushu"
"モンテッソーリ教育 香里ケ丘こどもの家","Japan","","","","","","","none","No FB found"
"モンテッソーリ森田子どもの家","Japan","https://www.facebook.com/pages/モンテッソーリ森田子どもの家/1104303119714534/","","","","","","medium","Old-style FB page URL, exact name match, location not independently confirmed in snippet"
"モンテッソーリ湘南子どもの家","Japan","","","","","","","none","No FB found"
"モンテッソーリ瑞穂子どもの家","Japan","https://www.facebook.com/people/モンテッソーリ瑞穂子どもの家/100057146212968/","","","","","","high","Confirmed Tempaku Ward Nagoya, 144 likes, address match"
"モンテッソーリ立川子どもの家","Japan","","","","","","","none","No FB found"
"モンテッソーリ鎌倉こどもの家インターナショナル","Japan","","","","","","","none","No FB found; official site shonanhorizon.com"
"モンテッソ－リKIKI子どもの家","Japan","","","","","","","none","No FB found; ambiguous KIKI results, none confirmed Yokosuka match"
"モンテツリー天満の杜","Japan","","","","","","","none","No FB found; official site kominike-life.co.jp/montetree/"
"ヤコブ幼稚園","Japan","","","","","https://www.instagram.com/yakobukindergarten/","","none","No FB found; has Instagram @yakobukindergarten, confirmed Okaya-shi"
"ヨゼフ幼稚園","Japan","https://www.facebook.com/pages/ヨゼフ幼稚園/261337047310410/","","","","","","medium","Old-style FB page URL, exact name match, appeared consistently for Uruma/Ishikawa area school"
"ラーンネット・グローバルスクール バンビーナ","Japan","https://www.facebook.com/253248631429410","","https://www.instagram.com/learnnet_kobe/","","","","high","Confirmed Kobe alternative school with Montessori Bambina program; also facebook.com/Learnnet.Global.School"
"リッコひかり子どもの家","Japan","","","","","","","none","No FB found; found unrelated ひかりの家 page, not confirmed match"
"リブリエンゼル府中","Japan","https://www.facebook.com/pages/リブリエンゼル府中/216538968831234/","","","","","","high","Exact name match, unique name reduces ambiguity"
"リョービ保育園","Japan","","","","","","","none","No FB found; official corporate site ryobi-group.co.jp/hoikuen/"
"ルィス保育園","Japan","","","","","https://www.instagram.com/luz_nursery_school/","","none","No FB found; has Instagram @luz_nursery_school, confirmed Kitanagoya-shi"
"レジナ幼稚園","Japan","","","","","","","none","No FB found; official site regina-kg.ed.jp"
"レストナック幼稚園","Japan","https://www.facebook.com/pages/レストナック幼稚園/809027449247461/","","","","","","medium","Old-style FB page URL, exact name match, location not independently confirmed in snippet"
"レッド バンビーニ モンテッソーリ インターナショナル スクール","Japan","","","","","","","none","No FB found; official site cb-montessori.jp"
"ロザリオ幼稚園","Japan","https://www.facebook.com/pages/ロザリオ幼稚園/627331917464788/","","","","","","medium","Old-style FB page URL for Itami-shi query result, generic name shared with other Rosario kindergartens"
"ロザリオ幼稚園","Japan","https://www.facebook.com/pages/ロザリオ幼稚園/752368888445430/","","","","","","medium","Old-style FB page URL for Matsuyama-shi query result, distinct page ID from Itami result, generic name"
"一の割自然保育園","Japan","","","","","","","none","No FB found; official site ichinowari-hoikuen.ed.jp"
"一粒園認定こども園","Japan","","","","","","","none","No FB found"
"一関藤保育園","Japan","","","","","","","none","No FB found"
"七つの星幼稚舎","Japan","https://www.facebook.com/nanatunohoshi/?locale=ja_JP","","","","","","high","Confirmed exact name and Miyazaki location detail (Satobaru Town) in snippet"
"七里が浜楓幼稚園","Japan","https://www.facebook.com/pages/七里が浜楓幼稚園/176645269882152/","","","","","","high","Exact name match, unique name, Kamakura confirmed in search context"
"万願寺保育園","Japan","","","","","","","none","No FB found"
"三の丸こども園","Japan","","","","","","","none","No FB found"
"三山幼稚園","Japan","https://www.facebook.com/pages/三山幼稚園/405523179816379/","","","","","","medium","Old-style FB page URL, exact name match, Takasaki-shi location not independently confirmed in snippet"
"三川りっしょう子ども園","Japan","","","","","","","none","No FB found"
"三枝保育園","Japan","","","","","","","none","No FB found"
"三次清心幼稚園","Japan","https://www.facebook.com/miyoshiseishin/?locale=ja_JP","","","","","","high","Confirmed Miyoshi City (三次市) kindergarten in snippet"
"三田保育園","Japan","https://www.facebook.com/pages/三田保育園/403223463379606/","","","","","","medium","Old-style FB page URL, exact name match; also found related 太陽の子三田保育園 page, Ome-shi not independently confirmed"
"三田川幼稚園","Japan","https://www.facebook.com/pages/三田川幼稚園/402239916508331/","","","","","","medium","Old-style FB page URL, exact name match, Kanzaki-gun location not independently confirmed in snippet"
"三股中央保育園","Japan","https://www.facebook.com/p/社会福祉法人-三樺会-三股中央保育園-100052210406439/","","","","","","high","Confirmed via operator name 社会福祉法人三樺会, exact facility name match"
"三育保育園","Japan","https://www.facebook.com/pages/三育保育園/330198033720881/","","","","","","medium","Old-style FB page URL, exact name match, Fukushima-shi location not independently confirmed in snippet"
"三芳昭和園","Japan","","","","","","","none","No FB found; official site miyoshi-s.net"
"上滝保育園","Japan","https://www.facebook.com/pages/上滝保育園/1693567464270181/","","","","","","medium","Old-style FB page URL, exact name match, Toyama-shi location not independently confirmed in snippet"
"上越カトリック天使幼稚園","Japan","","","","","","","none","No FB found; official site j-tenshi.ed.jp"
"下松暁の星幼稚園","Japan","","","","","","","none","No FB found; official site kudamatsuakenohoshi.com"
"下田保育園","Japan","https://www.facebook.com/simodahoikuen/?locale=ja_JP","","","","","","high","Username handle @simodahoikuen matches exact facility name, Kawagoe-shi context confirmed in search"
"下関天使幼稚園","Japan","","","","","","","none","No FB found; official site shimonosekitenshi.com"
"世田谷聖母幼稚園","Japan","https://www.facebook.com/119090104864192","","","","","","high","Confirmed exact name match for Setagaya-ku kindergarten"
"丘の上保育園","Japan","https://www.facebook.com/pages/社会福祉法人 丘の上保育園/282389108512031/","","","","","","high","Confirmed via operator name 社会福祉法人丘の上保育園, exact facility name match"
"中原乳児保育園","Japan","","","","","","","none","No FB found"
