"school_name","country","facebook_url","fb_activity","instagram_url","linkedin_url","x_url","email_found_incidentally","confidence","notes"
"小金井なないろ保育園","Japan","","","https://www.instagram.com/koganeinanairo_hoikuen/","","","","none","No FB page found; has Instagram instead"
"尾道清心幼稚園","Japan","https://www.facebook.com/onomichiseishin/?locale=ja_JP","","","","","","high","Clear name+location match"
"山びこ幼稚園","Japan","https://www.facebook.com/people/%E5%B1%B1%E3%81%B3%E3%81%93%E5%B9%BC%E7%A8%9A%E5%9C%92/100057652291130/","active","","","","","high","Confirmed Montessori kindergarten in Suzaka, active page w/ posts about Montessori education"
"山口天使幼稚園","Japan","https://www.facebook.com/231828553537314/","","","","","","medium","Name matches but location/snippet not confirmable beyond page existing"
"山形聖マリアこども園","Japan","","","","","","","none","No FB page found in search results"
"山田の森キッズスクール","Japan","https://www.facebook.com/yamadanomori/?locale=ja_JP","","","","","","high","Current page confirmed for Suita, Osaka; older page migrated to this one"
"岐阜モンテッソーリ・スクール","Japan","","","https://www.instagram.com/gifu_montessori_school/","","","","none","No FB page found; has Instagram + own website gifu-ms.jp"
"岡部聖母保育園","Japan","","","","","","","none","Only a similarly-named 岡部聖母幼稚園 (kindergarten, different facility type) found"
"岩国中央幼稚園","Japan","","","https://www.instagram.com/iwakuni.chuou.youchien/","","","","none","No FB page found; has Instagram instead"
"岩国聖母幼稚園","Japan","","","","","","","none","No FB page found in search results"
"岩沼こばと幼稚園","Japan","https://www.facebook.com/pages/%C3%A5%C2%B2%C2%A9%C3%A6%C2%B2%C2%BC%C3%A3%C2%81%C2%93%C3%A3%C2%81%C2%B0%C3%A3%C2%81%C2%A8%C3%A5%C2%B9%C2%BC%C3%A7%C2%A8%C2%9A%C3%A5%C2%9C%C2%92/463609543729973/","","","","","","medium","Old-style FB page URL found matching name; location not independently confirmed in snippet"
"岩沼西こばと幼稚園","Japan","","","","","","","none","No FB page found; distinct from 岩沼こばと幼稚園 (sister school), has own website nishi-budou.jp"
"岬台保育園","Japan","","","","","","","none","No FB page found in search results"
"峡南幼稚園","Japan","","","","","","","none","No FB page found; only own website kyonan.ed.jp"
"島田聖母保育園","Japan","","","","","","","none","No FB page found in search results"
"川内聖母幼稚園","Japan","","","https://www.instagram.com/sendai_seibo/","","","","none","No FB page found; has Instagram instead"
"川崎たちばな保育園","Japan","","","","","","","none","No FB page found in search results"
"川棚純心こども園","Japan","","","","","","","none","No FB page found in search results"
"市が尾こどものいえ保育園","Japan","https://www.facebook.com/pages/%C3%A5%C2%B8%C2%82%C3%A3%C2%81%C2%8C%C3%A5%C2%B0%C2%BE%C3%A3%C2%81%C2%93%C3%A3%C2%81%C2%A9%C3%A3%C2%82%C2%82%C3%A3%C2%81%C2%AE%C3%A3%C2%81%C2%84%C3%A3%C2%81%C2%88%C3%A4%C2%BF%C2%9D%C3%A8%C2%82%C2%B2%C3%A5%C2%9C%C2%92/152278838130681/","","","","","","medium","Old-style FB page URL matches full school name exactly"
"市原マリア・インマクラダ幼稚園","Japan","","","https://www.instagram.com/ichihara.maria.youchien/","","","","none","No FB page found; has Instagram instead"
"市川なないろ保育園","Japan","","","https://www.instagram.com/ichikawananairo_hoikuen/","","","","none","No FB page found; has Instagram instead"
"布田そらいろ保育園","Japan","","","","","","","none","No FB page found in search results"
"帝塚山国際学園幼稚舎","Japan","https://ja-jp.facebook.com/tgap.education/","","","","","","high","Clear match: Tezukayama Global Academy Preschool, Abeno Ward Osaka, Montessori-based"
"常盤ヶ丘幼稚園","Japan","https://www.facebook.com/pages/%E5%B8%B8%E7%9B%A4%E3%83%B6%E4%B8%98%E5%B9%BC%E7%A8%9A%E5%9C%92/113338495391558","","","","","","medium","Old-style FB page URL matches name; Suginami Ward location stated by search summary but not directly in URL"
"常盤平子どもの家","Japan","","","","","","","none","No FB page found in search results"
